# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  4 2014 - 10:39:23
#
# Loaded time stamp           : 20140305-09h25m17s056232us
#
# random seed             : 1394011517
0 : 1 c 50
0 : 3 c 50
0 : 5 c 50
0 : 8 c 50
0 : 10 c 50
0 : 10 c 50
0 : 16 c 50
0 : 17 c 50
0 : 19 c 50
0 : 19 c 50
0 : 20 c 50
0 : 24 c 50
0 : 25 c 50
0 : 25 c 50
0 : 26 c 50
0 : 26 c 50
0 : 27 c 50
0 : 28 c 50
0 : 29 c 50
0 : 30 c 50
0 : 32 c 50
0 : 39 c 50
0 : 41 c 50
0 : 50 c 50
0 : 51 c 50
0 : 53 c 50
0 : 56 c 50
0 : 57 c 50
0 : 58 c 50
0 : 59 c 50
0 : 60 c 50
0 : 64 c 50
0 : 66 c 50
0 : 66 c 50
0 : 68 c 50
0 : 70 c 50
0 : 71 c 50
0 : 77 c 50
0 : 79 c 50
0 : 80 c 50
0 : 80 c 50
0 : 82 c 50
0 : 82 c 50
0 : 83 c 50
0 : 87 c 50
0 : 89 c 50
0 : 90 c 50
0 : 91 c 50
0 : 92 c 50
0 : 92 c 50
0 : 93 c 50
0 : 95 c 50
0 : 98 c 50
1 : 1 c 14.3832
1 : 3 c 17.2458
1 : 5 c 47.5068
1 : 8 c 3.36796
1 : 10 c 30.7714
1 : 10 c 30.7714
1 : 16 c 13.0073
1 : 17 c 0.912304
1 : 19 c 2.32084
1 : 19 c 2.32084
1 : 20 c 1.77383
1 : 20 c 1.77383
1 : 24 c 4.11141
1 : 25 c 5.88356
1 : 25 c 5.88356
1 : 26 c 16.8171
1 : 26 c 16.8171
1 : 27 c 43.3311
1 : 28 c 0.27026
1 : 29 c 47.8309
1 : 30 c 44.7474
1 : 30 c 44.7474
1 : 32 c 33.2047
1 : 32 c 33.2047
1 : 39 c 3.43668
1 : 41 c 40.9111
1 : 47 c 10.5807
1 : 50 c 41.9435
1 : 51 c 30.716
1 : 53 c 31.7556
1 : 56 c 43.4585
1 : 57 c 41.8752
1 : 58 c 40.2453
1 : 59 c 28.1869
1 : 60 c 7.57083
1 : 64 c 8.82684
1 : 66 c 12.6379
1 : 66 c 12.6379
1 : 68 c 8.62535
1 : 68 c 8.62535
1 : 70 c 31.8571
1 : 71 c 45.3695
1 : 76 c 40.7413
1 : 77 c 13.204
1 : 79 c 20.9774
1 : 80 c 0.710037
1 : 80 c 0.710037
1 : 82 c 32.4583
1 : 82 c 32.4583
1 : 83 c 12.0067
1 : 86 c 23.9681
1 : 87 c 46.0515
1 : 89 c 49.2658
1 : 90 c 38.7082
1 : 91 c 43.4262
1 : 92 c 28.3618
1 : 92 c 28.3618
1 : 93 c 3.77493
1 : 98 c 7.04635
2 : 5 c 49.5251
2 : 29 c 47.844
2 : 39 c 14.6044
2 : 85 c 14.6191
2 : 89 c 46.1952
3 : 5 c 49.4639
3 : 16 c 25.0235
3 : 29 c 47.86
3 : 30 c 25.473
3 : 30 c 25.473
3 : 66 c 30.5569
3 : 71 c 44.7385
3 : 89 c 46.5195
4 : 27 c 44.146
4 : 29 c 47.8701
4 : 31 c 39.6485
4 : 82 c 31.1403
4 : 89 c 46.6862
4 : 91 c 31.4949
4 : 94 c 8.3897
5 : 29 c 47.875
5 : 41 c 38.0835
5 : 50 c 39.4558
5 : 57 c 44.5298
5 : 58 c 37.0792
5 : 71 c 44.9068
5 : 76 c 28.9113
5 : 89 c 46.7422
6 : 27 c 41.0596
6 : 29 c 47.8755
6 : 61 c 42.0434
6 : 85 c 14.5545
6 : 89 c 46.7566
6 : 90 c 36.7897
7 : 9 c 49.7642
7 : 22 c 14.7059
7 : 29 c 47.8731
