# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  5 2014 - 11:11:36
#
# Loaded time stamp           : 20140305-12h11m15s908858us
#
# random seed             : 1394021475
0 : 7 c 50
0 : 9 c 50
0 : 12 c 50
0 : 15 c 50
0 : 15 c 50
0 : 17 c 50
0 : 19 c 50
0 : 22 c 50
0 : 24 c 50
0 : 29 c 50
0 : 30 c 50
0 : 31 c 50
0 : 32 c 50
0 : 33 c 50
0 : 44 c 50
0 : 45 c 50
0 : 46 c 50
0 : 47 c 50
0 : 54 c 50
0 : 58 c 50
0 : 59 c 50
0 : 61 c 50
0 : 65 c 50
0 : 66 c 50
0 : 68 c 50
0 : 70 c 50
0 : 71 c 50
0 : 73 c 50
0 : 77 c 50
0 : 86 c 50
0 : 89 c 50
0 : 94 c 50
1 : 7 c 0
1 : 9 c 0
1 : 11 c 0
1 : 14 c 0
1 : 15 c 0
1 : 17 c 0
1 : 19 c 0
1 : 20 c 0
1 : 22 c 0
1 : 24 c 0
1 : 29 c 0
1 : 30 c 0
1 : 31 c 0
1 : 32 c 0
1 : 33 c 0
1 : 44 c 0
1 : 45 c 0
1 : 47 c 0
1 : 54 c 0
1 : 58 c 0
1 : 61 c 0
1 : 63 c 0
1 : 65 c 0
1 : 66 c 0
1 : 68 c 0
1 : 70 c 0
1 : 73 c 0
1 : 77 c 0
1 : 86 c 0
1 : 89 c 0
1 : 90 c 0
1 : 94 c 0
2 : 32 c 0
2 : 76 c 0
3 : 43 c 0
3 : 46 c 0
3 : 59 c 0
3 : 67 c 0
4 : 24 c 0
5 : 6 c 0
5 : 22 c 0
5 : 37 c 0
5 : 75 c 0
6 : 31 c 0
6 : 32 c 0
6 : 39 c 0
6 : 44 c 0
6 : 93 c 0
6 : 97 c 0
7 : 26 c 0
7 : 34 c 0
8 : 2 c 0
8 : 6 c 0
