# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 13 2014 - 15:46:41
#
# Loaded time stamp           : 20140314-14h37m36s641732us
#
# random seed             : 1394807856
0 : 1 c 50
0 : 1 c 50
0 : 2 c 50
0 : 5 c 50
0 : 7 c 50
0 : 9 c 50
0 : 13 c 50
0 : 14 c 50
0 : 15 c 50
0 : 16 c 50
0 : 16 c 50
0 : 18 c 50
0 : 18 c 50
0 : 23 c 50
0 : 25 c 50
0 : 27 c 50
0 : 29 c 50
0 : 29 c 50
0 : 31 c 50
0 : 32 c 50
0 : 34 c 50
0 : 36 c 50
0 : 41 c 50
0 : 45 c 50
0 : 45 c 50
0 : 46 c 50
0 : 48 c 50
0 : 57 c 50
0 : 57 c 50
0 : 59 c 50
0 : 61 c 50
0 : 62 c 50
0 : 62 c 50
0 : 64 c 50
0 : 66 c 50
0 : 66 c 50
0 : 68 c 50
0 : 71 c 50
0 : 72 c 50
0 : 73 c 50
0 : 75 c 50
0 : 79 c 50
0 : 82 c 50
0 : 85 c 50
0 : 86 c 50
0 : 90 c 50
0 : 90 c 50
0 : 93 c 50
0 : 97 c 50
0 : 98 c 50
0 : 98 c 50
0 : 99 c 50
0 : 99 c 50
0 : Agent Points Created 0
1 : 1 c 0
1 : 1 c 0
1 : 1 c 0
1 : 2 c 0
1 : 5 c 0
1 : 7 c 0
1 : 8 c 0
1 : 9 c 0
1 : 10 die
1 : 10 lf 2
1 : 10 a 1.45756
1 : 13 c 0
1 : 14 c 0
1 : 15 c 0
1 : 16 c 0
1 : 16 c 0
1 : 18 c 0
1 : 18 c 0
1 : 23 c 0
1 : 25 c 0
1 : 27 c 0
1 : 29 c 0
1 : 29 c 0
1 : 31 c 0
1 : 32 c 0
1 : 34 c 0
1 : 36 c 0
1 : 41 c 0
1 : 45 c 0
1 : 45 c 0
1 : 46 c 0
1 : 48 c 0
1 : 57 c 0
1 : 57 c 0
1 : 59 c 0
1 : 61 c 0
1 : 62 c 0
1 : 62 c 0
1 : 64 c 0
1 : 66 c 0
1 : 66 c 0
1 : 68 c 0
1 : 71 c 0
1 : 72 c 0
1 : 73 c 0
1 : 75 c 0
1 : 79 c 0
1 : 81 c 0
1 : 82 c 0
1 : 83 die
1 : 83 lf 2
1 : 83 a 1.45756
1 : 85 c 0
1 : 86 c 0
1 : 90 c 0
1 : 90 c 0
1 : 92 c 0
1 : 93 c 0
1 : 97 c 0
1 : 98 c 0
1 : 99 c 0
1 : Agent Points Created 0
2 : 31 c 0
2 : 41 c 0
2 : 53 c 0
2 : 58 c 0
2 : 87 c 0
2 : 91 die
2 : 91 lf 3
2 : 91 a 1.94341
2 : 94 c 0
2 : Agent Points Created 0
3 : 31 c 0
3 : 46 c 0
3 : 65 c 0
3 : 89 c 0
3 : Agent Points Created 0
4 : 53 c 0
4 : 73 c 0
4 : 87 c 0
4 : 88 c 0
4 : Agent Points Created 0
5 : 71 c 0
5 : 98 c 0
5 : Agent Points Created 0
6 : 4 c 0
6 : 29 c 0
6 : 46 c 0
6 : 63 c 0
6 : 72 c 0
6 : Agent Points Created 0
7 : 27 c 0
7 : 53 c 0
7 : 97 c 0
7 : Agent Points Created 0
8 : 1 c 0
8 : 3 c 0
8 : 28 c 0
8 : 64 c 0
8 : Agent Points Created 0
9 : 82 die
9 : 82 lf 10
9 : 82 a 1.45756
9 : Agent Points Created 0
10 : 28 c 0
10 : 37 c 0
10 : 81 c 0
10 : Agent Points Created 0
11 : 26 c 0
11 : 39 c 0
11 : 68 c 0
11 : 88 c 0
11 : Agent Points Created 0
12 : 13 c 0
12 : 63 c 0
12 : 64 c 0
12 : 81 c 0
12 : Agent Points Created 0
13 : 5 c 0
13 : 64 c 0
13 : Agent Points Created 0
14 : 35 c 0
14 : Agent Points Created 0
15 : 0 c 0
15 : 2 c 0
15 : 14 c 0
15 : Agent Points Created 0
16 : 40 c 0
16 : 88 c 0
16 : Agent Points Created 0
17 : 40 c 0
17 : Agent Points Created 0
18 : 64 c 0
18 : 80 c 0
18 : 90 c 0
18 : Agent Points Created 0
19 : Agent Points Created 0
20 : Agent Points Created 0
21 : 20 c 0
21 : 29 c 0
21 : 90 c 0
21 : Agent Points Created 0
22 : 3 c 0
22 : 14 c 0
22 : 79 c 0
22 : Agent Points Created 0
23 : 68 c 0
23 : Agent Points Created 0
24 : 96 c 0
24 : Agent Points Created 0
25 : 26 c 0
25 : Agent Points Created 0
26 : 1 c 0
26 : 1 c 0
26 : 2 c 0
26 : 9 c 0
26 : 16 c 0
26 : 16 c 0
26 : 18 c 0
26 : 34 c 0
26 : 41 c 0
26 : 46 c 0
26 : 57 c 0
26 : 57 c 0
26 : 59 c 0
26 : 61 c 0
26 : 62 c 0
26 : 66 c 0
26 : 66 c 0
26 : 71 c 0
26 : 73 c 0
26 : 85 c 0
26 : 90 c 0
26 : 93 c 0
26 : 97 c 0
26 : 98 c 0
26 : Agent Points Created 0
27 : 41 c 0
27 : 45 c 0
27 : 45 c 0
27 : 53 c 0
27 : 92 c 0
27 : 94 c 0
27 : 96 c 0
27 : Agent Points Created 0
28 : 53 c 0
28 : 65 c 0
28 : 68 c 0
28 : Agent Points Created 0
29 : 1 c 0
29 : 32 c 0
29 : 53 c 0
29 : 72 c 0
29 : 73 c 0
29 : 79 c 0
29 : 87 c 0
29 : Agent Points Created 0
30 : 5 c 0
30 : 14 c 0
30 : 29 c 0
30 : Agent Points Created 0
31 : Agent Points Created 0
32 : 4 c 0
32 : 53 c 0
32 : 87 c 0
32 : 95 c 0
32 : Agent Points Created 0
33 : 3 c 0
33 : 14 c 0
33 : 31 c 0
33 : 79 c 0
33 : 97 c 0
33 : 99 c 0
33 : Agent Points Created 0
34 : 1 c 0
34 : 15 c 0
34 : 26 c 0
34 : 31 c 0
34 : Agent Points Created 0
35 : 13 c 0
35 : 63 c 0
35 : 81 c 0
35 : 85 c 0
35 : Agent Points Created 0
36 : 39 c 0
36 : 71 c 0
36 : 72 c 0
36 : 90 c 0
36 : Agent Points Created 0
37 : 28 c 0
37 : 68 c 0
37 : Agent Points Created 0
38 : 0 c 0
38 : 20 c 0
38 : 28 c 0
38 : 55 c 0
38 : 61 c 0
38 : 63 c 0
38 : Agent Points Created 0
39 : 8 c 0
39 : 47 c 0
39 : 89 c 0
39 : Agent Points Created 0
40 : 26 c 0
40 : 29 c 0
40 : 75 c 0
40 : 98 c 0
40 : Agent Points Created 0
41 : 0 c 0
41 : Agent Points Created 0
42 : 40 c 0
42 : Agent Points Created 0
43 : 19 c 0
43 : 19 c 0
43 : 46 c 0
43 : 67 c 0
43 : 96 c 0
43 : Agent Points Created 0
44 : 81 c 0
44 : Agent Points Created 0
45 : Agent Points Created 0
46 : 3 c 0
46 : 20 c 0
46 : 96 c 0
46 : Agent Points Created 0
47 : 29 c 0
47 : 90 c 0
47 : 99 c 0
47 : Agent Points Created 0
48 : 0 c 0
48 : 68 c 0
48 : 79 c 0
48 : Agent Points Created 0
49 : 58 c 0
49 : Agent Points Created 0
50 : 75 c 0
50 : Agent Points Created 0
51 : 1 c 0
51 : 9 c 0
51 : 16 c 0
51 : 31 c 0
51 : 34 c 0
51 : 41 c 0
51 : 57 c 0
51 : 57 c 0
51 : 59 c 0
51 : 62 c 0
51 : 66 c 0
51 : 66 c 0
51 : 85 c 0
51 : 93 c 0
51 : 97 c 0
51 : Agent Points Created 0
52 : 8 c 0
52 : 16 c 0
52 : 32 c 0
52 : 35 c 0
52 : 41 c 0
52 : Agent Points Created 0
53 : 65 c 0
53 : 92 c 0
53 : 94 c 0
53 : Agent Points Created 0
54 : 53 c 0
54 : 64 c 0
54 : 73 c 0
54 : Agent Points Created 0
55 : 1 c 0
55 : 5 c 0
55 : 14 c 0
55 : 15 c 0
55 : 95 c 0
55 : Agent Points Created 0
56 : 25 c 0
56 : 87 c 0
56 : 95 c 0
56 : 99 c 0
56 : Agent Points Created 0
57 : 0 c 0
57 : 46 c 0
57 : 61 c 0
57 : 90 c 0
57 : 95 c 0
57 : Agent Points Created 0
58 : 4 c 0
58 : 14 c 0
58 : 32 c 0
58 : 46 c 0
58 : 97 c 0
58 : 98 c 0
58 : Agent Points Created 0
59 : 1 c 0
59 : 1 c 0
59 : 45 c 0
59 : 45 c 0
59 : 71 c 0
59 : 72 c 0
59 : 87 c 0
59 : 90 c 0
59 : 98 c 0
59 : Agent Points Created 0
60 : 85 c 0
60 : Agent Points Created 0
61 : 39 c 0
61 : 73 c 0
61 : Agent Points Created 0
62 : 53 c 0
62 : 68 c 0
62 : Agent Points Created 0
63 : 8 c 0
63 : 53 c 0
63 : 61 c 0
63 : 74 c 0
63 : 96 c 0
63 : Agent Points Created 0
64 : Agent Points Created 0
65 : 8 c 0
65 : 26 c 0
65 : 84 c 0
65 : Agent Points Created 0
66 : 5 c 0
66 : Agent Points Created 0
67 : 28 c 0
67 : 28 c 0
67 : 40 c 0
67 : 53 c 0
67 : 63 c 0
67 : 72 c 0
67 : Agent Points Created 0
68 : 67 c 0
68 : 79 c 0
68 : 79 c 0
68 : 90 c 0
68 : Agent Points Created 0
69 : 21 c 0
69 : 71 c 0
69 : 88 c 0
69 : Agent Points Created 0
70 : 13 c 0
70 : 79 c 0
70 : 79 c 0
70 : Agent Points Created 0
71 : 20 c 0
71 : 81 c 0
71 : 88 c 0
71 : Agent Points Created 0
72 : 58 c 0
72 : 90 c 0
72 : 99 c 0
72 : Agent Points Created 0
73 : 68 c 0
73 : Agent Points Created 0
74 : 5 c 0
74 : 26 c 0
74 : 40 c 0
74 : 75 c 0
74 : Agent Points Created 0
75 : 2 c 0
75 : 3 c 0
75 : 89 c 0
75 : Agent Points Created 0
76 : 1 c 0
76 : 3 c 0
76 : 9 c 0
76 : 16 c 0
76 : 21 c 0
76 : 34 c 0
76 : 41 c 0
76 : 57 c 0
76 : 57 c 0
76 : 66 c 0
76 : 66 c 0
76 : 93 c 0
76 : 97 c 0
76 : Agent Points Created 0
77 : 35 c 0
77 : 41 c 0
77 : 64 c 0
77 : Agent Points Created 0
78 : 0 c 0
78 : 5 c 0
78 : 31 c 0
78 : 65 c 0
78 : 94 c 0
78 : 98 c 0
78 : Agent Points Created 0
79 : 26 c 0
79 : 73 c 0
79 : 81 c 0
79 : 92 c 0
79 : 98 c 0
79 : Agent Points Created 0
80 : 1 c 0
80 : 14 c 0
80 : 68 c 0
80 : 88 c 0
80 : 95 c 0
80 : Agent Points Created 0
81 : 32 c 0
81 : 79 c 0
81 : 95 c 0
81 : 96 c 0
81 : 99 c 0
81 : Agent Points Created 0
82 : 46 c 0
82 : Agent Points Created 0
83 : 4 c 0
83 : 14 c 0
83 : 46 c 0
83 : 47 c 0
83 : 97 c 0
83 : Agent Points Created 0
84 : 1 c 0
84 : 87 c 0
84 : Agent Points Created 0
85 : 3 c 0
85 : 59 c 0
85 : 80 c 0
85 : 81 c 0
85 : Agent Points Created 0
86 : 38 c 0
86 : 73 c 0
86 : 87 c 0
86 : Agent Points Created 0
87 : 32 c 0
87 : 68 c 0
87 : Agent Points Created 0
88 : 2 c 0
88 : 15 c 0
88 : 53 c 0
88 : 72 c 0
88 : Agent Points Created 0
89 : 0 c 0
89 : 85 c 0
89 : Agent Points Created 0
90 : 16 c 0
90 : 74 c 0
90 : Agent Points Created 0
91 : 40 c 0
91 : 45 c 0
91 : 90 c 0
91 : Agent Points Created 0
92 : 74 c 0
92 : Agent Points Created 0
93 : 88 c 0
93 : 98 c 0
93 : Agent Points Created 0
94 : 21 c 0
94 : 52 c 0
94 : 71 c 0
94 : 71 c 0
94 : Agent Points Created 0
95 : 39 c 0
95 : 58 c 0
95 : 63 c 0
95 : 67 c 0
95 : Agent Points Created 0
96 : 3 c 0
96 : 28 c 0
96 : 53 c 0
96 : 85 c 0
96 : Agent Points Created 0
97 : 5 c 0
97 : 28 c 0
97 : 95 c 0
97 : 96 c 0
97 : Agent Points Created 0
98 : 20 c 0
98 : 90 c 0
98 : Agent Points Created 0
99 : 6 die
99 : 6 lf 100
99 : 6 a 0.116604
99 : 11 die
99 : 11 lf 100
99 : 11 a 0.26236
99 : 12 die
99 : 12 lf 100
99 : 12 a 0.320662
99 : 17 die
99 : 17 lf 100
99 : 17 a 0.26236
99 : 22 die
99 : 22 lf 100
99 : 22 a 0.378965
99 : 24 die
99 : 24 lf 100
99 : 24 a 0.145756
99 : 26 c 0
99 : 30 die
99 : 30 lf 100
99 : 30 a 0.233209
99 : 33 die
99 : 33 lf 100
99 : 33 a 0.26236
99 : 42 die
99 : 42 lf 100
99 : 42 a 0.233209
99 : 43 die
99 : 43 lf 100
99 : 43 a 0.0583022
99 : 44 die
99 : 44 lf 100
99 : 44 a 0.233209
99 : 49 die
99 : 49 lf 100
99 : 49 a 0.52472
99 : 50 die
99 : 50 lf 100
99 : 50 a 0.320662
99 : 51 die
99 : 51 lf 100
99 : 51 a 0.378965
99 : 53 c 0
99 : 54 die
99 : 54 lf 100
99 : 54 a 0.233209
99 : 56 die
99 : 56 lf 100
99 : 56 a 0.116604
99 : 60 die
99 : 60 lf 100
99 : 60 a 0.233209
99 : 69 die
99 : 69 lf 100
99 : 69 a 0.174907
99 : 70 die
99 : 70 lf 100
99 : 70 a 0.378965
99 : 72 c 0
99 : 76 die
99 : 76 lf 100
99 : 76 a 0.320662
99 : 77 die
99 : 77 lf 100
99 : 77 a 0.116604
99 : 78 die
99 : 78 lf 100
99 : 78 a 0.233209
99 : Agent Points Created 0
100 : 0 c 0
100 : 26 c 0
100 : 96 c 0
100 : Agent Points Created 0
101 : 1 c 0
101 : 5 c 0
101 : 9 c 0
101 : 34 c 0
101 : 41 c 0
101 : 57 c 0
101 : 57 c 0
101 : 66 c 0
101 : 66 c 0
101 : 97 c 0
101 : Agent Points Created 0
102 : 20 c 0
102 : 20 c 0
102 : 41 c 0
102 : 64 c 0
102 : Agent Points Created 0
103 : 58 c 0
103 : 65 c 0
103 : 75 c 0
103 : 84 c 0
103 : Agent Points Created 0
104 : 45 c 0
104 : 73 c 0
104 : 94 c 0
104 : Agent Points Created 0
105 : 1 c 0
105 : 14 c 0
105 : 68 c 0
105 : Agent Points Created 0
106 : 55 c 0
106 : 92 c 0
106 : Agent Points Created 0
107 : 79 c 0
107 : 98 c 0
107 : Agent Points Created 0
108 : 14 c 0
108 : 46 c 0
108 : 97 c 0
108 : Agent Points Created 0
109 : 1 c 0
109 : 4 c 0
109 : 79 c 0
109 : 96 c 0
109 : Agent Points Created 0
110 : 35 c 0
110 : 59 c 0
110 : 98 c 0
110 : Agent Points Created 0
111 : 38 c 0
111 : 39 c 0
111 : 68 c 0
111 : 73 c 0
111 : 79 c 0
111 : 87 c 0
111 : Agent Points Created 0
112 : 32 c 0
112 : 46 c 0
112 : 68 c 0
112 : 89 c 0
112 : 98 c 0
112 : Agent Points Created 0
113 : 2 c 0
113 : 15 c 0
113 : 72 c 0
113 : 96 c 0
113 : Agent Points Created 0
114 : 84 c 0
114 : 87 c 0
114 : Agent Points Created 0
115 : 0 c 0
115 : Agent Points Created 0
116 : 21 c 0
116 : 26 c 0
116 : 75 c 0
116 : 90 c 0
116 : Agent Points Created 0
117 : 15 c 0
117 : 81 c 0
117 : Agent Points Created 0
118 : 32 c 0
118 : 74 c 0
118 : Agent Points Created 0
119 : 8 c 0
119 : 21 c 0
119 : 53 c 0
119 : 81 c 0
119 : Agent Points Created 0
120 : 39 c 0
120 : 67 c 0
120 : 74 c 0
120 : Agent Points Created 0
121 : Agent Points Created 0
122 : 98 c 0
122 : Agent Points Created 0
123 : 8 c 0
123 : 20 c 0
123 : 71 c 0
123 : 73 c 0
123 : 90 c 0
123 : Agent Points Created 0
124 : 26 c 0
124 : 28 c 0
124 : 63 c 0
124 : Agent Points Created 0
125 : 52 c 0
125 : 85 c 0
125 : Agent Points Created 0
126 : 1 c 0
126 : 9 c 0
126 : 16 c 0
126 : 28 c 0
126 : 34 c 0
126 : 57 c 0
126 : 66 c 0
126 : 66 c 0
126 : 97 c 0
126 : Agent Points Created 0
127 : 16 c 0
127 : 57 c 0
127 : 64 c 0
127 : 90 c 0
127 : 95 c 0
127 : Agent Points Created 0
128 : 65 c 0
128 : Agent Points Created 0
129 : 73 c 0
129 : 94 c 0
129 : Agent Points Created 0
130 : 14 c 0
130 : 53 c 0
130 : 68 c 0
130 : 79 c 0
130 : Agent Points Created 0
131 : 1 c 0
131 : 47 c 0
131 : 71 c 0
131 : 72 c 0
131 : Agent Points Created 0
132 : 37 c 0
132 : 85 c 0
132 : 92 c 0
132 : Agent Points Created 0
133 : 14 c 0
133 : 45 c 0
133 : 58 c 0
133 : 96 c 0
133 : 97 c 0
133 : Agent Points Created 0
134 : 0 c 0
134 : 1 c 0
134 : 4 c 0
134 : Agent Points Created 0
135 : 59 c 0
135 : 80 c 0
135 : Agent Points Created 0
136 : 26 c 0
136 : 38 c 0
136 : 39 c 0
136 : 98 c 0
136 : Agent Points Created 0
137 : 20 c 0
137 : 39 c 0
137 : 46 c 0
137 : 55 c 0
137 : 68 c 0
137 : Agent Points Created 0
138 : 0 c 0
138 : 2 c 0
138 : 3 c 0
138 : 68 c 0
138 : 72 c 0
138 : 75 c 0
138 : Agent Points Created 0
139 : 73 c 0
139 : 87 c 0
139 : Agent Points Created 0
140 : 5 c 0
140 : 58 c 0
140 : Agent Points Created 0
141 : 21 c 0
141 : 87 c 0
141 : Agent Points Created 0
142 : 46 c 0
142 : 53 c 0
142 : 96 c 0
142 : 96 c 0
142 : Agent Points Created 0
143 : 32 c 0
143 : Agent Points Created 0
144 : 21 c 0
144 : 32 c 0
144 : Agent Points Created 0
145 : 67 c 0
145 : 75 c 0
145 : Agent Points Created 0
146 : 2 c 0
146 : 79 c 0
146 : 96 c 0
146 : 98 c 0
146 : Agent Points Created 0
147 : 37 c 0
147 : 53 c 0
147 : 68 c 0
147 : 74 c 0
147 : 96 c 0
147 : Agent Points Created 0
148 : 71 c 0
148 : 89 c 0
148 : 90 c 0
148 : Agent Points Created 0
149 : 0 c 0
149 : 7 die
149 : 7 lf 150
149 : 7 a 0.42755
149 : 23 die
149 : 23 lf 150
149 : 23 a 0.194341
149 : 36 die
149 : 36 lf 150
149 : 36 a 0.583022
149 : 48 die
149 : 48 lf 150
149 : 48 a 1.63246
149 : 74 c 0
149 : 86 die
149 : 86 lf 150
149 : 86 a 0.485852
149 : Agent Points Created 0
150 : 79 c 0
150 : 81 c 0
150 : 90 c 0
150 : 99 c 0
150 : Agent Points Created 0
151 : 1 c 0
151 : 9 c 0
151 : 15 c 0
151 : 34 c 0
151 : 41 c 0
151 : 66 c 0
151 : 66 c 0
151 : 97 c 0
151 : Agent Points Created 0
152 : 16 c 0
152 : 28 c 0
152 : 64 c 0
152 : 73 c 0
152 : Agent Points Created 0
153 : 63 c 0
153 : 65 c 0
153 : Agent Points Created 0
154 : 55 c 0
154 : 73 c 0
154 : 98 c 0
154 : Agent Points Created 0
155 : 0 c 0
155 : 14 c 0
155 : 94 c 0
155 : 99 c 0
155 : Agent Points Created 0
156 : 1 c 0
156 : 68 c 0
156 : 84 c 0
156 : Agent Points Created 0
157 : 37 c 0
157 : 57 c 0
157 : 85 c 0
157 : Agent Points Created 0
158 : 5 c 0
158 : 55 c 0
158 : 55 c 0
158 : 92 c 0
158 : 97 c 0
158 : Agent Points Created 0
159 : 4 c 0
159 : 20 c 0
159 : 26 c 0
159 : 53 c 0
159 : 57 c 0
159 : Agent Points Created 0
160 : 96 c 0
160 : Agent Points Created 0
161 : 26 c 0
161 : 38 c 0
161 : 45 c 0
161 : Agent Points Created 0
162 : 20 c 0
162 : 20 c 0
162 : 46 c 0
162 : 68 c 0
162 : Agent Points Created 0
163 : 2 c 0
163 : 3 c 0
163 : 58 c 0
163 : 72 c 0
163 : 79 c 0
163 : Agent Points Created 0
164 : Agent Points Created 0
165 : 5 c 0
165 : 79 c 0
165 : Agent Points Created 0
166 : 21 c 0
166 : 68 c 0
166 : 90 c 0
166 : Agent Points Created 0
167 : 46 c 0
167 : 87 c 0
167 : Agent Points Created 0
168 : Agent Points Created 0
169 : 0 c 0
169 : 21 c 0
169 : 32 c 0
169 : Agent Points Created 0
170 : 39 c 0
170 : 53 c 0
170 : Agent Points Created 0
171 : 2 c 0
171 : 67 c 0
171 : 71 c 0
171 : 95 c 0
171 : 98 c 0
171 : Agent Points Created 0
172 : 68 c 0
172 : Agent Points Created 0
173 : 80 c 0
173 : Agent Points Created 0
174 : 81 c 0
174 : 90 c 0
174 : 98 c 0
174 : Agent Points Created 0
175 : 0 c 0
175 : 73 c 0
175 : 74 c 0
175 : 99 c 0
175 : Agent Points Created 0
176 : 1 c 0
176 : 9 c 0
176 : 32 c 0
176 : 34 c 0
176 : 41 c 0
176 : 47 c 0
176 : 66 c 0
176 : 66 c 0
176 : 75 c 0
176 : 97 c 0
176 : 98 c 0
176 : Agent Points Created 0
177 : 16 c 0
177 : 45 c 0
177 : 64 c 0
177 : 74 c 0
177 : Agent Points Created 0
178 : 15 c 0
178 : 28 c 0
178 : 53 c 0
178 : 65 c 0
178 : 73 c 0
178 : Agent Points Created 0
179 : Agent Points Created 0
180 : 14 c 0
180 : 94 c 0
180 : Agent Points Created 0
181 : 1 c 0
181 : 99 c 0
181 : Agent Points Created 0
182 : 0 c 0
182 : Agent Points Created 0
183 : 5 c 0
183 : 8 c 0
183 : 26 c 0
183 : 97 c 0
183 : Agent Points Created 0
184 : 4 c 0
184 : 71 c 0
184 : 73 c 0
184 : 79 c 0
184 : 89 c 0
184 : Agent Points Created 0
185 : 92 c 0
185 : Agent Points Created 0
186 : Agent Points Created 0
187 : 46 c 0
187 : 58 c 0
187 : 68 c 0
187 : 79 c 0
187 : 84 c 0
187 : 88 c 0
187 : Agent Points Created 0
188 : 20 c 0
188 : 53 c 0
188 : 72 c 0
188 : 85 c 0
188 : 98 c 0
188 : Agent Points Created 0
189 : 0 c 0
189 : 75 c 0
189 : Agent Points Created 0
190 : 5 c 0
190 : 57 c 0
190 : Agent Points Created 0
191 : 21 c 0
191 : Agent Points Created 0
192 : 88 c 0
192 : Agent Points Created 0
193 : 73 c 0
193 : 75 c 0
193 : 79 c 0
193 : Agent Points Created 0
194 : 58 c 0
194 : 68 c 0
194 : Agent Points Created 0
195 : 39 c 0
195 : Agent Points Created 0
196 : 2 c 0
196 : 46 c 0
196 : 95 c 0
196 : Agent Points Created 0
197 : 38 c 0
197 : 90 c 0
197 : Agent Points Created 0
198 : 9 c 0
198 : 13 die
198 : 13 lf 199
198 : 13 a 1.12796
198 : 68 c 0
198 : 80 c 0
198 : 98 c 0
198 : Agent Points Created 0
199 : 2 c 0
199 : 19 die
199 : 19 lf 200
199 : 19 a 1.03486
199 : 25 die
199 : 25 lf 200
199 : 25 a 0.276936
199 : 27 die
199 : 27 lf 200
199 : 27 a 0.102029
199 : 39 c 0
199 : 52 die
199 : 52 lf 200
199 : 52 a 0.189482
199 : 53 c 0
199 : Agent Points Created 0
200 : 85 c 0
200 : 99 c 0
200 : Agent Points Created 0
201 : 1 c 0
201 : 32 c 0
201 : 34 c 0
201 : 41 c 0
201 : 66 c 0
201 : 66 c 0
201 : 81 c 0
201 : Agent Points Created 0
202 : 16 c 0
202 : 32 c 0
202 : 64 c 0
202 : Agent Points Created 0
203 : 28 c 0
203 : 65 c 0
203 : 81 c 0
203 : Agent Points Created 0
204 : 35 c 0
204 : 74 c 0
204 : 90 c 0
204 : Agent Points Created 0
205 : 14 c 0
205 : 32 c 0
205 : 74 c 0
205 : Agent Points Created 0
206 : 1 c 0
206 : 75 c 0
206 : 94 c 0
206 : Agent Points Created 0
207 : Agent Points Created 0
208 : 5 c 0
208 : 20 c 0
208 : 21 c 0
208 : 26 c 0
208 : 84 c 0
208 : 97 c 0
208 : 97 c 0
208 : Agent Points Created 0
209 : 4 c 0
209 : 53 c 0
209 : 71 c 0
209 : Agent Points Created 0
210 : 37 c 0
