# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 13 2014 - 15:46:41
#
# Loaded time stamp           : 20140314-14h14m06s021746us
#
# random seed             : 1394806446
0 : 1 c 50
0 : 4 c 50
0 : 7 c 50
0 : 8 c 50
0 : 12 c 50
0 : 13 c 50
0 : 14 c 50
0 : 22 c 50
0 : 24 c 50
0 : 26 c 50
0 : 26 c 50
0 : 27 c 50
0 : 27 c 50
0 : 31 c 50
0 : 34 c 50
0 : 35 c 50
0 : 35 c 50
0 : 36 c 50
0 : 36 c 50
0 : 37 c 50
0 : 38 c 50
0 : 38 c 50
0 : 40 c 50
0 : 41 c 50
0 : 41 c 50
0 : 45 c 50
0 : 46 c 50
0 : 48 c 50
0 : 49 c 50
0 : 57 c 50
0 : 59 c 50
0 : 59 c 50
0 : 60 c 50
0 : 60 c 50
0 : 60 c 50
0 : 62 c 50
0 : 65 c 50
0 : 65 c 50
0 : 66 c 50
0 : 67 c 50
0 : 69 c 50
0 : 70 c 50
0 : 73 c 50
0 : 73 c 50
0 : 75 c 50
0 : 77 c 50
0 : 80 c 50
0 : 80 c 50
0 : 83 c 50
0 : 83 c 50
0 : 84 c 50
0 : 87 c 50
0 : 88 c 50
0 : 94 c 50
0 : 96 c 50
0 : 96 c 50
0 : 98 c 50
0 : Agent Points Created 0
1 : 1 c 0
1 : 4 c 0
1 : 5 die
1 : 5 lf 2
1 : 5 a 1.45756
1 : 7 c 0
1 : 8 c 0
1 : 10 c 0
1 : 12 c 0
1 : 13 c 0
1 : 14 c 0
1 : 22 c 0
1 : 24 c 0
1 : 26 c 0
1 : 26 c 0
1 : 27 c 0
1 : 27 c 0
1 : 31 c 0
1 : 34 c 0
1 : 35 c 0
1 : 35 c 0
1 : 36 c 0
1 : 36 c 0
1 : 37 c 0
1 : 38 c 0
1 : 38 c 0
1 : 38 c 0
1 : 40 c 0
1 : 41 c 0
1 : 41 c 0
1 : 41 c 0
1 : 45 c 0
1 : 46 c 0
1 : 48 c 0
1 : 49 c 0
1 : 51 c 0
1 : 57 c 0
1 : 59 c 0
1 : 59 c 0
1 : 59 die
1 : 59 lf 2
1 : 59 a 1.45756
1 : 60 c 0
1 : 60 c 0
1 : 60 c 0
1 : 62 c 0
1 : 65 c 0
1 : 65 c 0
1 : 66 c 0
1 : 67 c 0
1 : 69 c 0
1 : 69 c 0
1 : 70 c 0
1 : 71 die
1 : 71 lf 2
1 : 71 a 1.45756
1 : 73 c 0
1 : 73 c 0
1 : 73 die
1 : 73 lf 2
1 : 73 a 1.45756
1 : 75 c 0
1 : 77 c 0
1 : 80 c 0
1 : 80 c 0
1 : 83 c 0
1 : 83 c 0
1 : 84 c 0
1 : 87 c 0
1 : 88 c 0
1 : 94 c 0
1 : 96 c 0
1 : 96 c 0
1 : 97 die
1 : 97 lf 2
1 : 97 a 1.45756
1 : 98 c 0
1 : Agent Points Created 0
2 : 12 die
2 : 12 lf 3
2 : 12 a 0.971704
2 : 16 die
2 : 16 lf 3
2 : 16 a 1.94341
2 : 27 c 0
2 : 46 c 0
2 : 52 c 0
2 : 60 c 0
2 : 79 die
2 : 79 lf 3
2 : 79 a 0.971704
2 : 96 c 0
2 : Agent Points Created 0
3 : 18 die
3 : 18 lf 4
3 : 18 a 1.45756
3 : 20 c 0
3 : 22 c 0
3 : 26 c 0
3 : 30 c 0
3 : 31 c 0
3 : 34 die
3 : 34 lf 4
3 : 34 a 1.45756
3 : Agent Points Created 0
4 : 37 die
4 : 37 lf 5
4 : 37 a 0.583022
4 : 43 c 0
4 : 61 c 0
4 : 91 c 0
4 : Agent Points Created 0
5 : 0 c 0
5 : 3 c 0
5 : 26 c 0
5 : 27 die
5 : 27 lf 6
5 : 27 a 0.971704
5 : 33 die
5 : 33 lf 6
5 : 33 a 0.971704
5 : 55 c 0
5 : 76 die
5 : 76 lf 6
5 : 76 a 0.971704
5 : 91 die
5 : 91 lf 6
5 : 91 a 1.45756
5 : Agent Points Created 0
6 : 9 c 0
6 : 21 die
6 : 21 lf 7
6 : 21 a 0.416445
6 : 26 c 0
6 : 67 c 0
6 : Agent Points Created 0
7 : 26 c 0
7 : 69 c 0
7 : 92 c 0
7 : Agent Points Created 0
8 : 51 c 0
8 : 57 c 0
8 : Agent Points Created 0
9 : 46 c 0
9 : 81 c 0
9 : Agent Points Created 0
10 : 25 die
10 : 25 lf 11
10 : 25 a 0.53002
10 : 54 c 0
10 : 86 c 0
10 : 93 c 0
10 : Agent Points Created 0
11 : 88 c 0
11 : Agent Points Created 0
12 : 0 c 0
12 : 13 c 0
12 : 67 c 0
12 : Agent Points Created 0
13 : 48 c 0
13 : 65 c 0
13 : Agent Points Created 0
14 : 0 c 0
14 : 93 c 0
14 : Agent Points Created 0
15 : 65 c 0
15 : 67 c 0
15 : 93 c 0
15 : Agent Points Created 0
16 : 0 c 0
16 : 36 c 0
16 : Agent Points Created 0
17 : 57 c 0
17 : 62 die
17 : 62 lf 18
17 : 62 a 0.971704
17 : 69 c 0
17 : Agent Points Created 0
18 : 50 c 0
18 : Agent Points Created 0
19 : 22 c 0
19 : 72 c 0
19 : 94 c 0
19 : Agent Points Created 0
20 : 54 c 0
20 : 93 c 0
20 : Agent Points Created 0
21 : Agent Points Created 0
22 : 0 c 0
22 : 72 c 0
22 : Agent Points Created 0
23 : 31 c 0
23 : Agent Points Created 0
24 : Agent Points Created 0
25 : Agent Points Created 0
26 : 1 c 0
26 : 4 c 0
26 : 8 c 0
26 : 13 c 0
26 : 26 c 0
26 : 38 c 0
26 : 38 c 0
26 : 41 c 0
26 : 41 c 0
26 : 41 c 0
26 : 45 c 0
26 : 46 c 0
26 : 48 c 0
26 : 49 c 0
26 : 60 c 0
26 : 60 c 0
26 : 65 c 0
26 : 65 c 0
26 : 75 c 0
26 : 77 c 0
26 : 80 c 0
26 : 83 c 0
26 : 83 c 0
26 : 84 c 0
26 : 85 c 0
26 : 87 c 0
26 : 88 c 0
26 : 96 c 0
26 : 98 c 0
26 : Agent Points Created 0
27 : 26 c 0
27 : 35 c 0
27 : 46 c 0
27 : Agent Points Created 0
28 : 0 c 0
28 : 20 c 0
28 : 22 c 0
28 : Agent Points Created 0
29 : 14 c 0
29 : 47 c 0
29 : 61 c 0
29 : 96 c 0
29 : Agent Points Created 0
30 : 54 c 0
30 : 55 c 0
30 : 57 c 0
30 : Agent Points Created 0
31 : 93 c 0
31 : Agent Points Created 0
32 : 92 c 0
32 : 93 c 0
32 : 96 c 0
32 : Agent Points Created 0
33 : 3 c 0
33 : 26 c 0
33 : 51 c 0
33 : Agent Points Created 0
34 : 26 c 0
34 : 60 c 0
34 : 81 c 0
34 : 85 c 0
34 : 93 c 0
34 : 99 c 0
34 : Agent Points Created 0
35 : 0 c 0
35 : 30 c 0
35 : 80 c 0
35 : Agent Points Created 0
36 : 17 c 0
36 : 88 c 0
36 : Agent Points Created 0
37 : Agent Points Created 0
38 : 66 c 0
38 : 69 c 0
38 : Agent Points Created 0
39 : 10 c 0
39 : 48 c 0
39 : Agent Points Created 0
40 : Agent Points Created 0
41 : 48 c 0
41 : Agent Points Created 0
42 : 0 c 0
42 : 57 c 0
42 : Agent Points Created 0
43 : 50 c 0
43 : 51 c 0
43 : Agent Points Created 0
44 : 22 c 0
44 : 44 c 0
44 : 65 c 0
44 : 72 c 0
44 : Agent Points Created 0
45 : 7 c 0
45 : 69 c 0
45 : Agent Points Created 0
46 : 0 c 0
46 : 10 c 0
46 : 86 c 0
46 : Agent Points Created 0
47 : 72 c 0
47 : Agent Points Created 0
48 : 57 c 0
48 : Agent Points Created 0
49 : 54 c 0
49 : 65 c 0
49 : Agent Points Created 0
50 : Agent Points Created 0
51 : 26 c 0
51 : 41 c 0
51 : 41 c 0
51 : 41 c 0
51 : 45 c 0
51 : 46 c 0
51 : 49 c 0
51 : 60 c 0
51 : 60 c 0
51 : 69 c 0
51 : 75 c 0
51 : 77 c 0
51 : 85 c 0
51 : 85 c 0
51 : 87 c 0
51 : 88 c 0
51 : 96 c 0
51 : 98 c 0
51 : Agent Points Created 0
52 : 46 c 0
52 : 83 c 0
52 : Agent Points Created 0
53 : 20 c 0
53 : 22 c 0
53 : Agent Points Created 0
54 : 61 c 0
54 : 74 c 0
54 : 85 c 0
54 : 94 c 0
54 : Agent Points Created 0
55 : 55 c 0
55 : Agent Points Created 0
56 : 26 c 0
56 : 47 c 0
56 : 48 c 0
56 : 54 c 0
56 : Agent Points Created 0
57 : 92 c 0
57 : 94 c 0
57 : Agent Points Created 0
58 : 51 c 0
58 : 65 c 0
58 : 83 c 0
58 : Agent Points Created 0
59 : 0 c 0
59 : 31 c 0
59 : 81 c 0
59 : 99 c 0
59 : Agent Points Created 0
60 : 30 c 0
