# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  4 2014 - 10:39:23
#
# Loaded time stamp           : 20140305-11h09m12s422786us
#
# random seed             : 1394017752
0 : 3 c 50
0 : 5 c 50
0 : 5 c 50
0 : 9 c 50
0 : 13 c 50
0 : 13 c 50
0 : 15 c 50
0 : 16 c 50
0 : 20 c 50
0 : 22 c 50
0 : 24 c 50
0 : 32 c 50
0 : 35 c 50
0 : 41 c 50
0 : 43 c 50
0 : 50 c 50
0 : 51 c 50
0 : 52 c 50
0 : 53 c 50
0 : 53 c 50
0 : 53 c 50
0 : 54 c 50
0 : 54 c 50
0 : 54 c 50
0 : 57 c 50
0 : 59 c 50
0 : 60 c 50
0 : 63 c 50
0 : 64 c 50
0 : 67 c 50
0 : 68 c 50
0 : 69 c 50
0 : 69 c 50
0 : 71 c 50
0 : 80 c 50
0 : 80 c 50
0 : 83 c 50
0 : 84 c 50
0 : 84 c 50
0 : 89 c 50
0 : 94 c 50
0 : 94 c 50
0 : 97 c 50
1 : 3 c 0
1 : 4 c 0
1 : 5 c 0
1 : 9 c 0
1 : 12 c 0
1 : 13 c 0
1 : 13 c 0
1 : 15 c 0
1 : 16 c 0
1 : 20 c 0
1 : 22 c 0
1 : 23 c 0
1 : 24 c 0
1 : 32 c 0
1 : 35 c 0
1 : 41 c 0
1 : 43 c 0
1 : 49 c 0
1 : 50 c 0
1 : 51 c 0
1 : 52 c 0
1 : 53 c 0
1 : 53 c 0
1 : 53 c 0
1 : 54 c 0
1 : 54 c 0
1 : 54 c 0
1 : 54 c 0
1 : 57 c 0
1 : 59 c 0
1 : 59 c 0
1 : 60 c 0
1 : 63 c 0
1 : 64 c 0
1 : 67 c 0
1 : 68 c 0
1 : 69 c 0
1 : 69 c 0
1 : 69 c 0
1 : 71 c 0
1 : 75 c 0
1 : 80 c 0
1 : 80 c 0
1 : 83 c 0
1 : 84 c 0
1 : 84 c 0
1 : 88 c 0
1 : 89 c 0
1 : 94 c 0
1 : 94 c 0
1 : 97 c 0
1 : 97 c 0
2 : 5 c 0
2 : 67 c 0
2 : 93 c 0
3 : 15 c 0
3 : 30 c 0
3 : 63 c 0
3 : 89 c 0
3 : 96 c 0
4 : 6 c 0
4 : 14 c 0
4 : 25 c 0
4 : 53 c 0
4 : 97 c 0
4 : 98 c 0
4 : 98 c 0
5 : 88 c 0
5 : 92 c 0
7 : 5 c 0
8 : 53 c 0
9 : 88 c 0
10 : 5 c 0
10 : 25 c 0
10 : 54 c 0
10 : 93 c 0
11 : 29 c 0
11 : 37 c 0
11 : 52 c 0
11 : 89 c 0
13 : 35 c 0
14 : 14 c 0
14 : 80 c 0
15 : 27 c 0
15 : 91 c 0
16 : 10 c 0
16 : 45 c 0
16 : 67 die
16 : 67 lf 17
16 : 67 a 1.02886
18 : 10 c 0
18 : 66 c 0
18 : 93 c 0
19 : 75 c 0
20 : 89 c 0
21 : 53 c 0
22 : 63 c 0
23 : 61 c 0
23 : 80 c 0
23 : 84 c 0
24 : 3 c 0
25 : 10 c 0
25 : 15 c 0
25 : 43 c 0
25 : 43 c 0
25 : 87 c 0
25 : 91 c 0
26 : 0 c 0
26 : 0 c 0
26 : 5 c 0
26 : 13 c 0
26 : 13 c 0
26 : 20 c 0
26 : 35 c 0
26 : 41 c 0
26 : 43 c 0
26 : 49 c 0
26 : 59 c 0
26 : 60 c 0
26 : 64 c 0
26 : 69 c 0
26 : 69 c 0
26 : 83 c 0
26 : 84 c 0
26 : 84 c 0
26 : 94 c 0
27 : 0 c 0
27 : 4 c 0
27 : 12 c 0
27 : 19 c 0
27 : 19 c 0
27 : 52 die
27 : 52 lf 28
27 : 52 a 1.45756
27 : 59 c 0
27 : 66 c 0
27 : 69 c 0
27 : 84 c 0
28 : 14 c 0
28 : 30 c 0
28 : 32 c 0
28 : 59 c 0
28 : 72 c 0
28 : 89 c 0
28 : 96 c 0
29 : 33 die
29 : 33 lf 30
29 : 33 a 0.777363
30 : 1 c 0
30 : 28 c 0
30 : 71 c 0
30 : 98 c 0
30 : 98 c 0
31 : 92 c 0
32 : 45 c 0
32 : 45 c 0
32 : 55 c 0
33 : 1 c 0
33 : 27 c 0
33 : 32 c 0
33 : 38 c 0
33 : 55 c 0
33 : 68 c 0
33 : 74 c 0
33 : 88 c 0
34 : 1 c 0
34 : 5 c 0
34 : 53 c 0
35 : 11 c 0
35 : 88 c 0
37 : 2 c 0
37 : 19 c 0
37 : 41 c 0
38 : 5 c 0
38 : 32 c 0
38 : 38 c 0
39 : 68 c 0
40 : 75 c 0
40 : 91 c 0
41 : 15 c 0
42 : 71 c 0
42 : 89 die
42 : 89 lf 43
42 : 89 a 1.69483
43 : 1 c 0
43 : 28 c 0
43 : 38 c 0
44 : 80 c 0
45 : 27 c 0
45 : 94 c 0
47 : 63 c 0
48 : 23 c 0
49 : 70 c 0
50 : 43 c 0
51 : 5 c 0
51 : 13 c 0
51 : 13 c 0
51 : 35 c 0
51 : 49 c 0
51 : 59 c 0
51 : 64 c 0
51 : 69 c 0
51 : 69 c 0
51 : 83 c 0
52 : 10 c 0
52 : 14 c 0
52 : 69 c 0
52 : 70 c 0
53 : 4 c 0
53 : 12 c 0
53 : 30 c 0
53 : 32 c 0
53 : 59 c 0
53 : 72 c 0
54 : 14 c 0
54 : 43 c 0
55 : 87 c 0
55 : 96 c 0
56 : 54 c 0
57 : 20 c 0
57 : 60 c 0
57 : 66 c 0
57 : 92 c 0
57 : 98 c 0
57 : 98 c 0
57 : 98 c 0
58 : 1 c 0
58 : 53 c 0
58 : 68 c 0
59 : 5 c 0
59 : 6 c 0
59 : 19 c 0
59 : 41 die
59 : 41 lf 60
59 : 41 a 0.583022
59 : 75 c 0
60 : 10 c 0
61 : 11 c 0
61 : 80 c 0
63 : 27 c 0
63 : 88 c 0
63 : 96 c 0
65 : 80 c 0
66 : 5 c 0
66 : 71 c 0
67 : 10 c 0
67 : 19 c 0
69 : 16 c 0
69 : 28 c 0
69 : 73 c 0
69 : 80 c 0
70 : 27 c 0
70 : 66 c 0
70 : 71 c 0
70 : 90 c 0
70 : 94 c 0
71 : 44 c 0
72 : 28 c 0
72 : 28 c 0
72 : 53 c 0
72 : 63 c 0
73 : 23 c 0
73 : 32 c 0
73 : 74 c 0
74 : 54 c 0
74 : 94 c 0
75 : 53 c 0
75 : 80 c 0
76 : 5 c 0
76 : 13 c 0
76 : 13 c 0
76 : 35 c 0
76 : 49 c 0
76 : 64 c 0
76 : 69 c 0
76 : 69 c 0
76 : 77 c 0
76 : 83 c 0
77 : 19 c 0
77 : 54 c 0
77 : 69 c 0
78 : 4 c 0
78 : 30 c 0
78 : 32 c 0
78 : 38 c 0
78 : 54 c 0
78 : 59 c 0
78 : 72 c 0
78 : 86 c 0
79 : 32 c 0
79 : 36 c 0
79 : 43 c 0
79 : 65 c 0
80 : 15 c 0
80 : 19 c 0
80 : 71 c 0
81 : 45 c 0
83 : 68 c 0
83 : 80 c 0
83 : 92 c 0
84 : 5 c 0
85 : 0 c 0
85 : 10 c 0
85 : 19 c 0
85 : 98 c 0
85 : 98 c 0
85 : 98 c 0
86 : 36 c 0
