# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 13 2014 - 14:52:52
#
# Loaded time stamp           : 20140313-14h57m23s546478us
#
# random seed             : 1394722643
0 : 0 c 50
0 : 1 c 50
0 : 10 c 50
0 : 10 c 50
0 : 11 c 50
0 : 12 c 50
0 : 13 c 50
0 : 14 c 50
0 : 16 c 50
0 : 20 c 50
0 : 24 c 50
0 : 25 c 50
0 : 26 c 50
0 : 26 c 50
0 : 27 c 50
0 : 27 c 50
0 : 29 c 50
0 : 29 c 50
0 : 29 c 50
0 : 37 c 50
0 : 38 c 50
0 : 39 c 50
0 : 40 c 50
0 : 42 c 50
0 : 43 c 50
0 : 44 c 50
0 : 44 c 50
0 : 47 c 50
0 : 49 c 50
0 : 52 c 50
0 : 57 c 50
0 : 58 c 50
0 : 66 c 50
0 : 69 c 50
0 : 69 c 50
0 : 69 c 50
0 : 70 c 50
0 : 71 c 50
0 : 72 c 50
0 : 74 c 50
0 : 75 c 50
0 : 77 c 50
0 : 80 c 50
0 : 84 c 50
0 : 88 c 50
0 : 88 c 50
0 : 88 c 50
0 : 89 c 50
0 : 90 c 50
0 : 97 c 50
0 : 98 c 50
0 : Agent Points Created 0
1 : 0 c 0
1 : 1 c 0
1 : 10 c 0
1 : 11 c 0
1 : 12 c 0
1 : 13 c 0
1 : 14 c 0
1 : 16 c 0
1 : 20 c 0
1 : 21 c 0
1 : 22 c 0
1 : 24 c 0
1 : 25 c 0
1 : 26 c 0
1 : 26 c 0
1 : 26 c 0
1 : 27 c 0
1 : 27 c 0
1 : 28 c 0
1 : 29 c 0
1 : 29 c 0
1 : 31 c 0
1 : 32 die
1 : 32 lf 2
1 : 32 a 1.45756
1 : 34 die
1 : 34 lf 2
1 : 34 a 1.45756
1 : 37 c 0
1 : 38 c 0
1 : 39 c 0
1 : 40 c 0
1 : 42 c 0
1 : 43 c 0
1 : 44 c 0
1 : 44 c 0
1 : 45 c 0
1 : 47 c 0
1 : 49 c 0
1 : 52 c 0
1 : 57 c 0
1 : 58 c 0
1 : 60 c 0
1 : 66 c 0
1 : 68 c 0
1 : 69 c 0
1 : 69 c 0
1 : 70 c 0
1 : 71 c 0
1 : 72 c 0
1 : 74 c 0
1 : 75 c 0
1 : 75 c 0
1 : 77 c 0
1 : 80 c 0
1 : 84 c 0
1 : 86 c 0
1 : 88 c 0
1 : 88 c 0
1 : 88 c 0
1 : 90 c 0
1 : 97 c 0
1 : 98 c 0
1 : 99 die
1 : 99 lf 2
1 : 99 a 1.45756
1 : Agent Points Created 0
2 : 15 c 0
2 : 46 die
2 : 46 lf 3
2 : 46 a 0.971704
2 : 65 c 0
2 : 85 c 0
2 : 93 c 0
2 : Agent Points Created 0
3 : 12 c 0
3 : 89 c 0
3 : Agent Points Created 0
4 : 33 die
4 : 33 lf 5
4 : 33 a 0.583022
4 : 79 c 0
4 : 92 c 0
4 : 98 c 0
4 : Agent Points Created 0
5 : 37 c 0
5 : 78 c 0
5 : 79 die
5 : 79 lf 6
5 : 79 a 1.45756
5 : Agent Points Created 0
6 : 25 c 0
6 : 28 c 0
6 : 81 c 0
6 : Agent Points Created 0
7 : 4 c 0
7 : 16 c 0
7 : 27 die
7 : 27 lf 8
7 : 27 a 0.728778
7 : 82 c 0
7 : 90 c 0
7 : 94 c 0
7 : Agent Points Created 0
8 : 20 c 0
8 : 26 c 0
8 : 42 c 0
8 : 55 die
8 : 55 lf 9
8 : 55 a 1.61951
8 : 66 c 0
8 : Agent Points Created 0
9 : 3 c 0
9 : 25 c 0
9 : 45 c 0
9 : 62 c 0
9 : 66 c 0
9 : 69 c 0
9 : 69 c 0
9 : 70 c 0
9 : 72 c 0
9 : 72 c 0
9 : Agent Points Created 0
10 : 29 c 0
10 : 93 c 0
10 : Agent Points Created 0
11 : 62 c 0
11 : 75 c 0
11 : Agent Points Created 0
12 : 38 c 0
12 : 81 c 0
12 : Agent Points Created 0
13 : 14 c 0
13 : Agent Points Created 0
14 : 59 c 0
14 : 65 c 0
14 : Agent Points Created 0
15 : Agent Points Created 0
16 : 31 c 0
16 : 97 c 0
16 : Agent Points Created 0
17 : 39 c 0
17 : Agent Points Created 0
18 : 26 c 0
18 : 30 c 0
18 : 66 c 0
18 : Agent Points Created 0
19 : 57 c 0
19 : 65 c 0
19 : Agent Points Created 0
20 : 3 c 0
20 : 66 c 0
20 : 90 c 0
20 : Agent Points Created 0
21 : 61 c 0
21 : Agent Points Created 0
22 : 89 c 0
22 : Agent Points Created 0
23 : Agent Points Created 0
24 : Agent Points Created 0
25 : 26 c 0
25 : Agent Points Created 0
26 : 0 c 0
26 : 10 c 0
26 : 11 c 0
26 : 12 c 0
26 : 13 c 0
26 : 14 c 0
26 : 20 c 0
26 : 29 c 0
26 : 29 c 0
26 : 31 c 0
26 : 37 c 0
26 : 40 c 0
26 : 43 c 0
26 : 47 c 0
26 : 52 c 0
26 : 58 c 0
26 : 60 c 0
26 : 65 c 0
26 : 67 c 0
26 : 69 c 0
26 : 69 c 0
26 : 71 c 0
26 : 72 c 0
26 : 74 c 0
26 : 75 c 0
26 : 77 c 0
26 : 80 c 0
26 : 84 c 0
26 : 86 c 0
26 : 88 c 0
26 : 88 c 0
26 : 98 c 0
26 : Agent Points Created 0
27 : 15 c 0
27 : 85 c 0
27 : 93 c 0
27 : Agent Points Created 0
28 : 26 c 0
28 : 26 c 0
28 : 49 c 0
28 : 68 c 0
28 : 90 c 0
28 : Agent Points Created 0
29 : 12 c 0
29 : 92 c 0
29 : Agent Points Created 0
30 : 42 c 0
30 : 85 c 0
30 : 98 c 0
30 : Agent Points Created 0
31 : 26 c 0
31 : 78 c 0
31 : Agent Points Created 0
32 : 4 c 0
32 : 16 c 0
32 : Agent Points Created 0
33 : 54 c 0
33 : 65 c 0
33 : 90 c 0
33 : Agent Points Created 0
34 : 12 c 0
34 : 45 c 0
34 : 62 c 0
34 : 69 c 0
34 : 69 c 0
34 : 72 c 0
34 : 72 c 0
34 : Agent Points Created 0
35 : Agent Points Created 0
36 : 29 c 0
36 : 62 c 0
36 : Agent Points Created 0
37 : 14 c 0
37 : 26 c 0
37 : 54 c 0
37 : 59 c 0
37 : Agent Points Created 0
38 : 14 c 0
38 : 30 c 0
38 : 82 c 0
38 : Agent Points Created 0
39 : 59 c 0
39 : Agent Points Created 0
40 : Agent Points Created 0
41 : 16 c 0
41 : 30 c 0
41 : 31 c 0
41 : 45 c 0
41 : 94 c 0
41 : Agent Points Created 0
42 : 39 c 0
42 : 65 c 0
42 : Agent Points Created 0
43 : 26 c 0
43 : 28 c 0
43 : 35 c 0
43 : 59 c 0
43 : Agent Points Created 0
44 : 30 c 0
44 : 42 c 0
