# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  5 2014 - 12:13:41
#
# Loaded time stamp           : 20140311-18h38m26s620548us
#
# random seed             : 1394563106
0 : 0 c 50
0 : 1 c 50
0 : 5 c 50
0 : 6 c 50
0 : 9 c 50
0 : 12 c 50
0 : 14 c 50
0 : 21 c 50
0 : 22 c 50
0 : 24 c 50
0 : 25 c 50
0 : 27 c 50
0 : 29 c 50
0 : 30 c 50
0 : 30 c 50
0 : 30 c 50
0 : 34 c 50
0 : 36 c 50
0 : 41 c 50
0 : 46 c 50
0 : 46 c 50
0 : 47 c 50
0 : 49 c 50
0 : 50 c 50
0 : 52 c 50
0 : 52 c 50
0 : 55 c 50
0 : 56 c 50
0 : 61 c 50
0 : 63 c 50
0 : 63 c 50
0 : 71 c 50
0 : 77 c 50
0 : 77 c 50
0 : 79 c 50
0 : 92 c 50
0 : 93 c 50
0 : 93 c 50
0 : 94 c 50
0 : 95 c 50
0 : 95 c 50
0 : 97 c 50
0 : 98 c 50
1 : 0 c 0
1 : 1 c 0
1 : 6 c 0
1 : 9 c 0
1 : 12 c 0
1 : 14 c 0
1 : 21 c 0
1 : 22 c 0
1 : 24 c 0
1 : 25 c 0
1 : 27 c 0
1 : 29 c 0
1 : 30 c 0
1 : 30 c 0
1 : 30 c 0
1 : 34 c 0
1 : 36 c 0
1 : 36 c 0
1 : 39 die
1 : 39 lf 2
1 : 39 a 1.45756
1 : 41 c 0
1 : 45 c 0
1 : 46 c 0
1 : 46 c 0
1 : 47 c 0
1 : 47 die
1 : 47 lf 2
1 : 47 a 1.45756
1 : 49 c 0
1 : 50 c 0
1 : 52 c 0
1 : 52 c 0
1 : 55 c 0
1 : 56 c 0
1 : 61 c 0
1 : 63 c 0
1 : 71 c 0
1 : 77 c 0
1 : 77 c 0
1 : 79 c 0
1 : 82 c 0
1 : 90 die
1 : 90 lf 2
1 : 90 a 1.45756
1 : 92 c 0
1 : 93 c 0
1 : 93 c 0
1 : 94 c 0
1 : 95 c 0
1 : 95 c 0
1 : 97 c 0
1 : 98 c 0
2 : 0 die
2 : 0 lf 3
2 : 0 a 0.971704
2 : 8 c 0
2 : 40 c 0
2 : 52 c 0
2 : 54 die
2 : 54 lf 3
2 : 54 a 0.971704
2 : 67 c 0
2 : 92 c 0
2 : 98 c 0
3 : 1 c 0
3 : 7 c 0
3 : 9 c 0
3 : 70 c 0
3 : 81 c 0
3 : 83 c 0
4 : 11 c 0
4 : 48 c 0
4 : 63 c 0
4 : 73 c 0
4 : 75 c 0
5 : 3 c 0
5 : 78 c 0
5 : 81 c 0
6 : 20 c 0
6 : 61 c 0
8 : 9 c 0
8 : 56 c 0
8 : 63 c 0
9 : 7 c 0
9 : 16 c 0
9 : 19 c 0
9 : 27 c 0
9 : 92 c 0
12 : 43 c 0
12 : 72 c 0
13 : 56 c 0
14 : 93 c 0
15 : 27 c 0
15 : 46 c 0
15 : 53 c 0
15 : 88 c 0
16 : 79 c 0
17 : 34 c 0
17 : 74 c 0
17 : 97 c 0
18 : 53 c 0
18 : 97 c 0
20 : 27 c 0
21 : 97 c 0
22 : 72 c 0
23 : 57 die
23 : 57 lf 24
23 : 57 a 0.728778
23 : 70 c 0
23 : 70 c 0
23 : 76 c 0
24 : 34 c 0
24 : 95 c 0
25 : 3 c 0
25 : 74 c 0
25 : 76 c 0
26 : 1 c 0
26 : 6 c 0
26 : 11 c 0
26 : 12 c 0
26 : 20 c 0
26 : 21 c 0
26 : 26 c 0
26 : 30 c 0
26 : 30 c 0
26 : 30 c 0
26 : 36 c 0
26 : 41 c 0
26 : 46 c 0
26 : 46 c 0
26 : 50 c 0
26 : 52 c 0
26 : 52 c 0
26 : 56 c 0
26 : 77 c 0
26 : 77 c 0
26 : 87 c 0
26 : 92 c 0
26 : 93 c 0
26 : 93 c 0
26 : 94 c 0
26 : 96 c 0
26 : 98 c 0
27 : 8 c 0
27 : 40 c 0
27 : 41 c 0
27 : 49 c 0
27 : 52 c 0
27 : 68 c 0
27 : 92 c 0
28 : 37 c 0
28 : 37 c 0
28 : 76 c 0
28 : 81 c 0
29 : 14 c 0
29 : 25 c 0
29 : 45 c 0
29 : 48 c 0
29 : 75 c 0
30 : 55 c 0
30 : 70 c 0
30 : 73 c 0
31 : 12 c 0
31 : 97 c 0
32 : 29 c 0
33 : 3 c 0
33 : 63 c 0
33 : 71 c 0
33 : 72 c 0
34 : 68 c 0
34 : 83 c 0
34 : 92 c 0
35 : 7 c 0
35 : 59 c 0
37 : 76 c 0
37 : 98 c 0
38 : 3 c 0
38 : 9 c 0
39 : 3 c 0
39 : 7 c 0
39 : 79 c 0
40 : 5 c 0
40 : 46 c 0
41 : 79 c 0
42 : 20 c 0
42 : 27 c 0
42 : 53 c 0
42 : 97 c 0
43 : 81 c 0
43 : 97 c 0
44 : 84 c 0
45 : 16 c 0
45 : 19 c 0
45 : 71 c 0
45 : 97 c 0
46 : 53 c 0
47 : 5 c 0
47 : 60 c 0
48 : 3 c 0
48 : 33 c 0
49 : 59 c 0
50 : 56 c 0
51 : 1 c 0
51 : 6 c 0
51 : 12 c 0
51 : 12 c 0
51 : 26 c 0
51 : 30 c 0
51 : 30 c 0
51 : 41 c 0
51 : 46 c 0
51 : 52 c 0
51 : 52 c 0
51 : 92 c 0
51 : 98 c 0
52 : 8 c 0
52 : 40 c 0
52 : 49 c 0
52 : 52 c 0
52 : 86 c 0
52 : 92 c 0
53 : 21 c 0
53 : 30 c 0
54 : 1 c 0
54 : 20 c 0
54 : 41 c 0
54 : 75 c 0
55 : 37 c 0
55 : 48 c 0
55 : 70 c 0
55 : 74 c 0
55 : 76 c 0
55 : 77 c 0
56 : 12 c 0
56 : 25 c 0
56 : 27 c 0
56 : 45 c 0
56 : 96 c 0
56 : 97 c 0
57 : 12 c 0
57 : 21 c 0
57 : 29 c 0
57 : 73 c 0
58 : 9 c 0
58 : 56 c 0
58 : 71 c 0
59 : 3 c 0
59 : 27 c 0
59 : 92 c 0
60 : 14 c 0
60 : 95 c 0
61 : 7 c 0
61 : 31 c 0
61 : 55 c 0
61 : 81 c 0
62 : 26 c 0
62 : 78 c 0
62 : 95 c 0
62 : 98 c 0
63 : 63 c 0
63 : 78 c 0
63 : 97 c 0
64 : 5 c 0
64 : 79 c 0
64 : 96 c 0
64 : 97 c 0
65 : 31 c 0
65 : 46 c 0
65 : 83 c 0
66 : 77 die
66 : 77 lf 67
66 : 77 a 0.826674
66 : 78 c 0
66 : 79 c 0
67 : 3 c 0
67 : 7 c 0
67 : 20 c 0
68 : 9 c 0
69 : 5 c 0
69 : 7 c 0
69 : 27 c 0
70 : 71 c 0
72 : 53 c 0
73 : 9 c 0
