# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  4 2014 - 10:39:23
#
# Loaded time stamp           : 20140304-14h33m14s156140us
#
# random seed             : 1393943594
0 : 0 c 50
0 : 2 c 50
0 : 2 c 50
0 : 5 c 50
0 : 5 c 50
0 : 5 c 50
0 : 6 c 50
0 : 7 c 50
0 : 8 c 50
0 : 9 c 50
0 : 18 c 50
0 : 19 c 50
0 : 20 c 50
0 : 22 c 50
0 : 24 c 50
0 : 26 c 50
0 : 26 c 50
0 : 27 c 50
0 : 32 c 50
0 : 32 c 50
0 : 33 c 50
0 : 35 c 50
0 : 36 c 50
0 : 38 c 50
0 : 40 c 50
0 : 40 c 50
0 : 43 c 50
0 : 44 c 50
0 : 44 c 50
0 : 45 c 50
0 : 48 c 50
0 : 48 c 50
0 : 49 c 50
0 : 56 c 50
0 : 60 c 50
0 : 63 c 50
0 : 70 c 50
0 : 71 c 50
0 : 71 c 50
0 : 74 c 50
0 : 80 c 50
0 : 83 c 50
0 : 85 c 50
0 : 89 c 50
0 : 90 c 50
0 : 92 c 50
0 : 95 c 50
0 : 97 c 50
0 : 97 c 50
0 : 97 c 50
0 : 97 c 50
0 : 99 c 50
1 : 0 c 37.3487
1 : 2 c 18.943
1 : 2 c 18.943
1 : 5 c 12.9474
1 : 5 c 12.9474
1 : 5 c 12.9474
1 : 6 c 48.3965
1 : 7 c 0.85997
1 : 8 c 27.1089
1 : 9 c 0.954853
1 : 19 c 37.0265
1 : 20 c 38.1337
1 : 22 c 41.4106
1 : 22 c 41.4106
1 : 24 c 19.5682
1 : 25 c 11.3408
1 : 26 c 1.49375
1 : 26 c 1.49375
1 : 27 c 31.869
1 : 32 c 47.3372
1 : 32 c 47.3372
1 : 36 c 5.40845
1 : 38 c 23.3176
1 : 40 c 1.59031
1 : 40 c 1.59031
1 : 42 c 35.1746
1 : 44 c 31.1411
1 : 44 c 31.1411
1 : 45 c 22.3878
1 : 48 c 21.0762
1 : 48 c 21.0762
