# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  5 2014 - 12:13:41
#
# Loaded time stamp           : 20140305-13h52m20s522263us
#
# random seed             : 1394027540
0 : 2 c 50
0 : 6 c 50
0 : 8 c 50
0 : 13 c 50
0 : 18 c 50
0 : 20 c 50
0 : 22 c 50
0 : 22 c 50
0 : 24 c 50
0 : 24 c 50
0 : 31 c 50
0 : 38 c 50
0 : 43 c 50
0 : 43 c 50
0 : 46 c 50
0 : 48 c 50
0 : 49 c 50
0 : 49 c 50
0 : 51 c 50
0 : 51 c 50
0 : 52 c 50
0 : 53 c 50
0 : 58 c 50
0 : 59 c 50
0 : 59 c 50
0 : 62 c 50
0 : 62 c 50
0 : 62 c 50
0 : 63 c 50
0 : 65 c 50
0 : 65 c 50
0 : 67 c 50
0 : 74 c 50
0 : 75 c 50
0 : 81 c 50
0 : 82 c 50
0 : 86 c 50
0 : 88 c 50
0 : 93 c 50
1 : 2 c 0
1 : 6 c 0
1 : 8 c 0
1 : 15 c 0
1 : 18 c 0
1 : 18 c 0
1 : 20 c 0
1 : 22 c 0
1 : 22 c 0
1 : 24 c 0
1 : 24 c 0
1 : 31 c 0
1 : 38 c 0
1 : 43 c 0
1 : 43 c 0
1 : 46 c 0
1 : 48 c 0
1 : 49 c 0
1 : 51 c 0
1 : 51 c 0
1 : 52 c 0
1 : 53 c 0
1 : 59 c 0
1 : 59 c 0
1 : 62 c 0
1 : 62 c 0
1 : 62 c 0
1 : 63 c 0
1 : 65 c 0
1 : 65 c 0
1 : 74 c 0
1 : 75 c 0
1 : 81 c 0
1 : 82 c 0
1 : 84 c 0
1 : 86 c 0
1 : 88 c 0
1 : 93 c 0
3 : 4 c 0
3 : 31 c 0
3 : 43 c 0
3 : 51 c 0
3 : 72 c 0
4 : 0 c 0
4 : 8 c 0
4 : 63 c 0
4 : 74 c 0
5 : 22 c 0
5 : 96 c 0
6 : 64 c 0
6 : 66 c 0
6 : 94 c 0
6 : 97 c 0
7 : 81 c 0
8 : 85 c 0
9 : 55 c 0
9 : 69 c 0
10 : 83 c 0
11 : 8 c 0
11 : 62 c 0
11 : 97 c 0
12 : 55 c 0
12 : 62 c 0
12 : 69 c 0
12 : 76 c 0
12 : 82 c 0
12 : 96 c 0
13 : 13 c 0
13 : 48 c 0
13 : 91 c 0
14 : 92 c 0
14 : 92 c 0
15 : 17 c 0
15 : 37 c 0
15 : 87 c 0
16 : 92 c 0
17 : 4 c 0
17 : 53 c 0
21 : 25 c 0
22 : 4 c 0
22 : 33 die
22 : 33 lf 23
22 : 33 a 0.506976
22 : 67 c 0
22 : 91 c 0
23 : 3 c 0
23 : 57 c 0
23 : 61 c 0
24 : 3 c 0
24 : 40 die
24 : 40 lf 25
24 : 40 a 0.932836
24 : 41 c 0
24 : 41 c 0
24 : 58 c 0
25 : 77 c 0
26 : 2 c 0
26 : 6 c 0
26 : 8 c 0
26 : 13 c 0
26 : 13 c 0
26 : 18 c 0
26 : 20 c 0
26 : 24 c 0
26 : 24 c 0
26 : 31 c 0
26 : 36 c 0
26 : 38 c 0
26 : 43 c 0
26 : 49 c 0
26 : 51 c 0
26 : 53 c 0
26 : 84 c 0
26 : 86 c 0
26 : 87 c 0
26 : 88 c 0
26 : 93 c 0
27 : 63 c 0
28 : 31 c 0
28 : 43 c 0
29 : 0 c 0
29 : 4 c 0
29 : 74 c 0
30 : 43 c 0
30 : 96 c 0
30 : 98 c 0
31 : 38 c 0
31 : 63 c 0
31 : 72 c 0
31 : 87 c 0
32 : 51 c 0
32 : 59 c 0
32 : 66 c 0
32 : 94 c 0
33 : 15 c 0
33 : 81 c 0
33 : 81 c 0
33 : 98 c 0
34 : 41 c 0
34 : 88 c 0
35 : 41 c 0
35 : 55 c 0
35 : 83 c 0
35 : 84 c 0
36 : 98 c 0
37 : 76 c 0
38 : 55 c 0
38 : 99 die
38 : 99 lf 39
38 : 99 a 0.373732
39 : 14 c 0
39 : 22 c 0
39 : 53 c 0
39 : 62 c 0
40 : 58 c 0
41 : 58 c 0
41 : 62 c 0
42 : 4 c 0
42 : 53 c 0
42 : 58 c 0
42 : 73 c 0
43 : 96 c 0
43 : 97 c 0
44 : 53 c 0
44 : 81 c 0
44 : 87 c 0
45 : 8 c 0
46 : 17 c 0
46 : 22 c 0
47 : 8 c 0
47 : 48 c 0
47 : 53 c 0
47 : 59 c 0
47 : 67 c 0
47 : 74 c 0
47 : 91 c 0
48 : 57 c 0
49 : 59 c 0
49 : 81 c 0
50 : 7 c 0
