# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 26 2014 - 10:02:26
#
# Loaded time stamp           : 20140326-10h02m52s353009us
#
# random seed             : 1395828172
0 : 3 c 50
0 : 4 c 50
0 : 6 c 50
0 : 9 c 50
0 : 11 c 50
0 : 19 c 50
0 : 20 c 50
0 : 24 c 50
0 : 25 c 50
0 : 26 c 50
0 : 30 c 50
0 : 34 c 50
0 : 35 c 50
0 : 36 c 50
0 : 39 c 50
0 : 42 c 50
0 : 43 c 50
0 : 48 c 50
0 : 50 c 50
0 : 51 c 50
0 : 51 c 50
0 : 53 c 50
0 : 55 c 50
0 : 55 c 50
0 : 55 c 50
0 : 59 c 50
0 : 65 c 50
0 : 65 c 50
0 : 67 c 50
0 : 67 c 50
0 : 67 c 50
0 : 71 c 50
0 : 78 c 50
0 : 81 c 50
0 : 82 c 50
0 : 86 c 50
0 : 88 c 50
0 : 88 c 50
0 : 90 c 50
0 : 91 c 50
0 : 93 c 50
0 : 94 c 50
0 : 95 c 50
0 : 96 c 50
0 : 96 c 50
0 : 97 c 50
0 : 97 c 50
0 : Agent Points Created 0
