# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Feb 20 2014 - 15:25:38
#
# Loaded time stamp           : 20140220-15h31m14s358945us
#
# random seed             : 1392910274
0 : 2 c 50
0 : 4 c 50
0 : 6 c 50
0 : 11 c 50
0 : 12 c 50
0 : 12 c 50
0 : 22 c 50
0 : 25 c 50
0 : 28 c 50
0 : 28 c 50
0 : 32 c 50
0 : 32 c 50
0 : 37 c 50
0 : 38 c 50
0 : 40 c 50
0 : 42 c 50
0 : 47 c 50
0 : 47 c 50
0 : 48 c 50
0 : 49 c 50
0 : 51 c 50
0 : 51 c 50
0 : 54 c 50
0 : 56 c 50
0 : 59 c 50
0 : 59 c 50
0 : 62 c 50
0 : 62 c 50
0 : 62 c 50
0 : 63 c 50
0 : 67 c 50
0 : 68 c 50
0 : 70 c 50
0 : 70 c 50
0 : 72 c 50
0 : 73 c 50
0 : 73 c 50
0 : 73 c 50
0 : 74 c 50
0 : 77 c 50
0 : 79 c 50
0 : 79 c 50
0 : 81 c 50
0 : 83 c 50
0 : 83 c 50
0 : 84 c 50
0 : 87 c 50
0 : 91 c 50
0 : 93 c 50
0 : 97 c 50
0 : 98 c 50
0 : 99 c 50
1 : 2 c 48.6016
1 : 4 c 45.6096
1 : 6 c 11.833
1 : 11 c 47.0052
1 : 12 c 15.3313
1 : 12 c 15.3313
1 : 22 c 41.0087
1 : 25 c 39.5912
1 : 28 c 8.45293
1 : 32 c 47.8454
1 : 32 c 47.8454
1 : 37 c 45.4795
1 : 37 c 45.4795
1 : 37 c 45.4795
1 : 38 c 29.2053
1 : 40 c 47.3096
1 : 42 c 7.03456
1 : 47 c 45.3236
1 : 47 c 45.3236
1 : 48 c 5.80674
1 : 49 c 26.2109
1 : 51 c 5.17219
1 : 51 c 5.17219
1 : 54 c 30.4463
1 : 55 c 38.851
1 : 56 c 6.8476
1 : 59 c 17.3919
1 : 59 c 17.3919
1 : 62 c 29.0924
1 : 62 c 29.0924
1 : 62 c 29.0924
1 : 63 c 11.8766
1 : 67 c 38.1991
1 : 68 c 48.594
1 : 70 c 5.02524
1 : 70 c 5.02524
1 : 72 c 10.401
1 : 73 c 0.0846252
1 : 73 c 0.0846252
1 : 73 c 0.0846252
1 : 74 c 33.3383
1 : 77 c 49.7771
1 : 79 c 49.4821
1 : 79 c 49.4821
1 : 81 c 6.66339
1 : 83 c 43.5638
1 : 83 c 43.5638
1 : 83 c 43.5638
1 : 84 c 28.5769
1 : 87 c 48.8314
1 : 91 c 9.12565
1 : 91 c 9.12565
1 : 93 c 39.331
1 : 97 c 34.0016
1 : 98 c 48.8261
1 : 99 c 13.6654
2 : 2 c 48.488
2 : 32 c 48.2718
2 : 32 c 48.2718
2 : 40 c 37.0704
2 : 68 c 49.2806
2 : 71 c 1.55958
2 : 77 c 49.1982
2 : 79 c 49.364
2 : 79 c 49.364
2 : 87 c 46.2923
3 : 2 c 48.4512
3 : 4 c 34.6114
3 : 9 c 10.5602
3 : 23 c 15.2701
3 : 26 c 42.9025
3 : 27 c 42.0695
3 : 32 c 48.3191
3 : 32 c 48.3191
3 : 37 c 39.837
3 : 37 c 39.837
3 : 37 c 39.837
3 : 47 c 15.2943
3 : 47 c 15.2943
3 : 68 c 49.1868
3 : 77 c 49.6384
3 : 79 c 49.8087
3 : 79 c 49.8087
3 : 87 c 45.1385
3 : 91 c 12.8479
4 : 2 c 48.4459
4 : 32 c 48.8368
4 : 32 c 48.8368
4 : 64 c 13.5191
4 : 68 c 48.9733
4 : 77 c 49.7181
4 : 79 c 49.7225
4 : 79 c 49.7225
4 : 81 c 1.28786
4 : 83 c 44.563
4 : 83 c 44.563
5 : 2 c 48.4525
5 : 26 c 43.1827
5 : 32 c 48.863
5 : 32 c 48.863
5 : 44 c 44.6118
5 : 50 c 47.5901
5 : 56 c 5.9571
5 : 68 c 48.8901
5 : 77 c 49.7909
5 : 79 c 49.7155
5 : 87 c 34.4819
6 : 2 c 48.4805
6 : 21 c 0.187515
6 : 25 c 40.0837
6 : 26 c 42.9513
6 : 27 c 41.4929
6 : 28 c 15.7675
6 : 32 c 46.7918
6 : 32 c 46.7918
6 : 35 c 8.20191
6 : 50 c 46.9808
6 : 55 c 45.4126
6 : 67 c 42.4632
6 : 68 c 48.7341
6 : 77 c 49.7845
6 : 79 c 49.7086
6 : 83 c 44.536
6 : 83 c 44.536
6 : 86 c 18.8411
6 : 91 c 13.3332
6 : 93 c 37.9655
7 : 2 c 48.5355
7 : 32 c 46.7653
7 : 32 c 46.7653
7 : 50 c 46.2076
7 : 68 c 48.5575
7 : 77 c 49.2249
8 : 2 c 48.5752
8 : 7 c 0.778656
8 : 26 c 43.0841
8 : 32 c 46.7662
8 : 37 c 38.7655
8 : 40 c 47.1643
8 : 55 c 45.0775
8 : 65 c 42.696
8 : 68 c 48.1306
8 : 77 c 49.2201
8 : 78 c 43.6476
8 : 79 c 49.6751
8 : 83 c 44.4986
8 : 83 c 44.4986
9 : 2 c 48.6695
9 : 7 c 0.625023
9 : 11 c 48.0751
9 : 32 c 47.1112
9 : 40 c 47.0062
9 : 67 c 42.2528
9 : 68 c 47.7401
9 : 74 c 21.8067
9 : 77 c 49.3876
9 : 79 c 49.2522
10 : 2 c 48.6809
10 : 4 c 35.0646
10 : 11 c 47.0501
10 : 22 c 42.4972
10 : 25 c 19.0327
10 : 32 c 47.8096
10 : 37 c 37.5862
10 : 40 c 46.6947
10 : 54 c 37.1122
10 : 55 c 46.372
10 : 56 c 3.05375
10 : 68 c 47.0468
10 : 77 c 49.4972
10 : 79 c 48.3413
10 : 83 c 44.4525
10 : 83 c 44.4525
10 : 86 c 18.6761
10 : 88 c 7.83876
11 : 2 c 48.6892
11 : 11 c 45.0198
11 : 26 c 43.4351
11 : 26 c 43.4351
11 : 32 c 47.9454
11 : 38 c 33.4697
11 : 40 c 46.1883
11 : 55 c 47.2106
11 : 62 c 40.1394
11 : 62 c 40.1394
11 : 65 c 18.9193
11 : 65 c 18.9193
11 : 68 c 46.6121
11 : 77 c 49.4504
11 : 79 c 48.5455
12 : 2 c 48.6899
12 : 12 c 6.19349
12 : 19 c 10.6415
12 : 19 c 10.6415
12 : 32 c 48.0342
12 : 40 c 45.8883
12 : 55 c 47.6259
12 : 67 c 42.1032
12 : 68 c 49.2758
12 : 77 c 49.7396
12 : 79 c 48.8241
12 : 83 c 44.4059
12 : 87 c 48.7428
12 : 88 c 8.97919
12 : 93 c 33.9805
13 : 2 c 48.6847
13 : 11 c 45.6117
13 : 19 c 11.5932
13 : 22 c 41.103
13 : 32 c 48.1099
13 : 55 c 47.7773
13 : 68 c 49.2093
13 : 77 c 49.7302
13 : 79 c 49.4544
13 : 87 c 47.9024
14 : 2 c 48.6798
14 : 26 c 42.624
14 : 26 c 42.624
14 : 32 c 48.1792
14 : 37 c 41.9159
14 : 37 c 41.9159
14 : 63 c 2.77198
14 : 68 c 49.1515
14 : 77 c 49.6647
14 : 79 c 49.5021
14 : 83 c 44.3659
14 : 87 c 46.7654
14 : 91 c 24.9091
15 : 2 c 48.6724
15 : 11 c 45.9326
15 : 32 c 48.2441
15 : 56 c 2.82937
15 : 62 c 33.1115
15 : 62 c 33.1115
15 : 67 c 39.6673
15 : 68 c 49.1109
15 : 77 c 49.3345
15 : 79 c 47.673
15 : 87 c 45.7969
16 : 2 c 48.6553
16 : 31 c 37.9385
16 : 32 c 48.3053
16 : 37 c 39.9929
16 : 54 c 33.0589
16 : 62 c 22.8168
16 : 68 c 48.9941
16 : 77 c 49.2548
16 : 83 c 44.3376
16 : 89 c 46.9213
17 : 2 c 48.6559
17 : 4 c 37.2702
17 : 26 c 43.655
17 : 26 c 43.655
17 : 32 c 48.3632
17 : 59 c 33.6095
17 : 59 c 33.6095
17 : 68 c 48.9019
17 : 77 c 49.7104
17 : 84 c 33.0571
17 : 87 c 46.302
17 : 89 c 46.9416
18 : 2 c 48.6784
18 : 37 c 38.8997
18 : 65 c 27.6475
18 : 65 c 27.6475
18 : 68 c 48.6466
18 : 77 c 49.7221
18 : 83 c 44.3205
18 : 87 c 32.6724
18 : 89 c 46.9627
18 : 91 c 23.704
19 : 2 c 48.6776
19 : 10 c 33.023
19 : 27 c 42.2539
19 : 38 c 33.6521
19 : 46 c 43.8896
19 : 68 c 48.3319
19 : 77 c 49.7901
19 : 89 c 46.9844
19 : 99 c 12.9789
20 : 2 c 48.6841
20 : 6 c 7.65885
20 : 26 c 43.1165
20 : 47 c 17.475
20 : 47 c 17.475
20 : 55 c 45.2667
20 : 63 c 3.31365
20 : 67 c 36.4941
20 : 68 c 48.1423
20 : 72 c 11.2894
20 : 76 c 49.5548
20 : 76 c 49.5548
20 : 77 c 49.5004
20 : 78 c 43.3036
20 : 89 c 47.0063
20 : 93 c 37.9026
21 : 2 c 48.6835
21 : 68 c 47.742
21 : 76 c 49.5928
21 : 76 c 49.5928
21 : 77 c 49.2213
21 : 85 c 1.43065
21 : 89 c 47.0282
22 : 2 c 48.6817
22 : 22 c 42.3429
22 : 27 c 41.248
22 : 31 c 35.4487
22 : 46 c 42.5185
22 : 55 c 46.2596
22 : 68 c 47.0867
22 : 76 c 49.5278
22 : 76 c 49.5278
22 : 81 c 1.5818
22 : 89 c 47.0495
23 : 2 c 48.6748
23 : 4 c 40.0471
23 : 26 c 43.2119
23 : 28 c 12.127
23 : 37 c 36.4346
23 : 37 c 36.4346
23 : 42 c 17.2569
23 : 55 c 46.4906
23 : 62 c 38.8816
23 : 62 c 38.8816
23 : 68 c 46.5089
23 : 74 c 22.8923
23 : 76 c 47.7561
23 : 76 c 47.7561
23 : 89 c 47.0697
24 : 2 c 48.6723
24 : 28 c 15.2826
24 : 54 c 37.4656
24 : 55 c 47.3634
24 : 68 c 49.2459
24 : 72 c 13.1289
24 : 76 c 45.2035
24 : 76 c 45.2035
24 : 89 c 47.0886
25 : 2 c 48.6569
25 : 11 c 47.8566
25 : 22 c 42.0446
25 : 25 c 44.7418
25 : 46 c 39.5337
25 : 59 c 38.3247
25 : 68 c 49.2268
25 : 71 c 1.61773
25 : 73 c 0.0942001
25 : 73 c 0.0942001
25 : 84 c 34.6027
25 : 89 c 47.1063
25 : 91 c 15.5
25 : 99 c 20.4774
26 : 2 c 48.6723
26 : 11 c 46.0708
26 : 32 c 48.9386
26 : 67 c 36.1384
26 : 68 c 49.2102
26 : 80 c 41.695
26 : 87 c 47.609
26 : 89 c 47.1226
26 : 93 c 38.3927
27 : 2 c 48.6594
27 : 4 c 45.8514
27 : 10 c 38.311
27 : 11 c 43.328
27 : 23 c 33.5651
27 : 25 c 45.2641
27 : 32 c 47.0264
27 : 37 c 42.3114
27 : 38 c 33.8528
27 : 68 c 49.1255
27 : 87 c 46.3264
28 : 2 c 48.6707
28 : 22 c 33.2395
28 : 32 c 46.9949
28 : 62 c 37.6922
28 : 62 c 37.6922
28 : 64 c 13.4888
28 : 68 c 48.9882
28 : 73 c 0.114975
28 : 87 c 45.3606
29 : 2 c 48.6677
29 : 4 c 47.134
29 : 9 c 9.0715
29 : 25 c 41.0581
29 : 31 c 36.6205
29 : 32 c 46.9673
29 : 35 c 5.09794
29 : 37 c 35.5985
29 : 59 c 27.1418
29 : 62 c 23.0217
29 : 68 c 48.8632
30 : 2 c 48.6636
30 : 4 c 48.0688
30 : 11 c 46.0922
30 : 32 c 46.9464
30 : 37 c 35.9126
30 : 46 c 39.0576
30 : 54 c 33.3449
30 : 59 c 33.0642
30 : 68 c 48.7459
30 : 85 c 1.59779
31 : 2 c 48.6865
31 : 4 c 48.3357
31 : 19 c 2.70028
31 : 19 c 2.70028
31 : 32 c 46.9384
31 : 56 c 2.63225
31 : 68 c 48.5245
31 : 79 c 48.5737
31 : 81 c 1.36599
31 : 91 c 5.16259
31 : 93 c 37.7256
32 : 2 c 48.6641
32 : 4 c 48.3773
32 : 19 c 3.68702
32 : 32 c 46.957
32 : 67 c 36.4619
32 : 68 c 48.3641
32 : 76 c 49.8567
32 : 78 c 43.0134
32 : 79 c 48.757
32 : 84 c 34.6727
32 : 86 c 18.5132
32 : 87 c 47.9299
33 : 2 c 48.6498
33 : 25 c 25.7702
33 : 32 c 47.037
33 : 68 c 47.9229
33 : 76 c 49.6017
33 : 76 c 49.6017
33 : 79 c 49.3617
33 : 79 c 49.3617
33 : 87 c 41.5763
34 : 2 c 48.6408
34 : 4 c 40.2167
34 : 13 c 42.0016
34 : 32 c 47.2414
34 : 62 c 37.4
34 : 62 c 37.4
34 : 68 c 47.3921
34 : 76 c 48.9335
34 : 76 c 48.9335
34 : 79 c 49.5658
34 : 79 c 49.5658
35 : 2 c 48.6357
35 : 31 c 34.7967
35 : 32 c 47.5273
35 : 38 c 33.6818
35 : 68 c 47.027
35 : 76 c 49.5845
35 : 76 c 49.5845
35 : 79 c 49.6002
35 : 79 c 49.6002
36 : 2 c 48.6656
36 : 22 c 42.4746
36 : 27 c 42.2503
36 : 30 c 17.6375
36 : 32 c 47.7443
36 : 37 c 36.5689
36 : 37 c 36.5689
36 : 46 c 41.6516
36 : 47 c 19.55
36 : 47 c 19.55
36 : 61 c 49.3461
36 : 68 c 46.4962
36 : 74 c 24.2622
36 : 76 c 49.4726
36 : 76 c 49.4726
36 : 79 c 49.6353
36 : 79 c 49.6353
36 : 86 c 18.5381
37 : 2 c 48.6548
37 : 13 c 46.7717
37 : 32 c 47.8929
37 : 61 c 49.363
37 : 63 c 1.25833
37 : 68 c 49.2151
37 : 76 c 49.4549
37 : 76 c 49.4549
37 : 79 c 49.4483
37 : 79 c 49.4483
37 : 87 c 48.846
37 : 91 c 22.5137
