# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  5 2014 - 12:13:41
#
# Loaded time stamp           : 20140311-15h57m16s440933us
#
# random seed             : 1394553436
0 : 2 c 50
0 : 5 c 50
0 : 5 c 50
0 : 5 c 50
0 : 6 c 50
0 : 7 c 50
0 : 7 c 50
0 : 9 c 50
0 : 10 c 50
0 : 11 c 50
0 : 12 c 50
0 : 15 c 50
0 : 20 c 50
0 : 21 c 50
0 : 22 c 50
0 : 27 c 50
0 : 29 c 50
0 : 31 c 50
0 : 32 c 50
0 : 38 c 50
0 : 39 c 50
0 : 41 c 50
0 : 43 c 50
0 : 44 c 50
0 : 46 c 50
0 : 47 c 50
0 : 51 c 50
0 : 54 c 50
0 : 60 c 50
0 : 61 c 50
0 : 63 c 50
0 : 63 c 50
0 : 64 c 50
0 : 67 c 50
0 : 70 c 50
0 : 73 c 50
0 : 75 c 50
0 : 82 c 50
0 : 86 c 50
0 : 92 c 50
0 : 95 c 50
0 : 96 c 50
0 : 97 c 50
1 : 2 c 0
1 : 2 c 0
1 : 5 c 0
1 : 5 c 0
1 : 5 c 0
1 : 6 c 0
1 : 7 c 0
1 : 7 c 0
1 : 9 c 0
1 : 10 c 0
1 : 11 c 0
1 : 15 c 0
1 : 15 c 0
1 : 20 c 0
1 : 21 c 0
1 : 22 c 0
1 : 27 c 0
1 : 29 c 0
1 : 31 c 0
1 : 32 c 0
1 : 38 c 0
1 : 39 c 0
1 : 43 c 0
1 : 44 c 0
1 : 46 c 0
1 : 47 c 0
1 : 51 c 0
1 : 54 c 0
1 : 60 c 0
1 : 61 c 0
1 : 63 c 0
1 : 64 c 0
1 : 67 c 0
1 : 70 c 0
1 : 73 c 0
1 : 73 c 0
1 : 75 c 0
1 : 80 c 0
1 : 82 c 0
1 : 86 c 0
1 : 92 c 0
1 : 94 c 0
1 : 96 c 0
1 : 97 c 0
2 : 13 c 0
2 : 54 c 0
2 : 56 c 0
3 : 7 c 0
3 : 11 c 0
3 : 23 c 0
3 : 59 c 0
4 : 3 c 0
4 : 31 c 0
4 : 91 c 0
4 : 93 c 0
5 : 95 c 0
6 : 1 c 0
6 : 1 c 0
6 : 49 c 0
6 : 79 c 0
6 : 83 c 0
7 : 29 c 0
7 : 33 c 0
7 : 42 c 0
8 : 36 c 0
8 : 53 c 0
8 : 69 c 0
10 : 33 c 0
