# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 13 2014 - 15:46:41
#
# Loaded time stamp           : 20140313-16h09m29s081468us
#
# random seed             : 1394726969
0 : 1 c 50
0 : 6 c 50
0 : 8 c 50
0 : 9 c 50
0 : 10 c 50
0 : 11 c 50
0 : 11 c 50
0 : 12 c 50
0 : 14 c 50
0 : 18 c 50
0 : 20 c 50
0 : 20 c 50
0 : 22 c 50
0 : 26 c 50
0 : 27 c 50
0 : 27 c 50
0 : 28 c 50
0 : 28 c 50
0 : 29 c 50
0 : 33 c 50
0 : 35 c 50
0 : 38 c 50
0 : 39 c 50
0 : 40 c 50
0 : 41 c 50
0 : 43 c 50
0 : 50 c 50
0 : 51 c 50
0 : 52 c 50
0 : 53 c 50
0 : 53 c 50
0 : 57 c 50
0 : 59 c 50
0 : 60 c 50
0 : 61 c 50
0 : 61 c 50
0 : 61 c 50
0 : 62 c 50
0 : 65 c 50
0 : 68 c 50
0 : 69 c 50
0 : 69 c 50
0 : 70 c 50
0 : 72 c 50
0 : 74 c 50
0 : 78 c 50
0 : 79 c 50
0 : 79 c 50
0 : 79 c 50
0 : 83 c 50
0 : 84 c 50
0 : 84 c 50
0 : 86 c 50
0 : 94 c 50
0 : 94 c 50
0 : 95 c 50
0 : 98 c 50
0 : Agent Points Created 0
1 : 1 c 0
1 : 6 c 0
1 : 7 die
1 : 7 lf 2
1 : 7 a 1.45756
1 : 8 c 0
1 : 9 c 0
1 : 9 c 0
1 : 10 c 0
1 : 10 c 0
1 : 10 c 0
1 : 11 c 0
1 : 11 c 0
1 : 12 c 0
1 : 13 die
1 : 13 lf 2
1 : 13 a 1.45756
1 : 14 c 0
1 : 14 die
1 : 14 lf 2
1 : 14 a 1.45756
1 : 18 c 0
1 : 18 die
1 : 18 lf 2
1 : 18 a 1.45756
1 : 20 c 0
1 : 20 c 0
1 : 20 die
1 : 20 lf 2
1 : 20 a 1.45756
1 : 22 c 0
1 : 26 die
1 : 26 lf 2
1 : 26 a 1.45756
1 : 27 c 0
1 : 27 c 0
1 : 28 c 0
1 : 28 c 0
1 : 28 die
1 : 28 lf 2
1 : 28 a 1.45756
1 : 29 c 0
1 : 33 c 0
1 : 35 c 0
1 : 38 c 0
1 : 39 c 0
1 : 40 c 0
1 : 41 c 0
1 : 43 c 0
1 : 47 die
1 : 47 lf 2
1 : 47 a 1.45756
1 : 50 c 0
1 : 51 c 0
1 : 51 c 0
1 : 52 c 0
1 : 53 c 0
1 : 53 c 0
1 : 56 c 0
1 : 57 c 0
1 : 59 c 0
1 : 60 c 0
1 : 61 c 0
1 : 61 c 0
1 : 61 c 0
1 : 62 c 0
1 : 65 c 0
1 : 68 c 0
1 : 69 c 0
1 : 69 c 0
1 : 70 c 0
1 : 72 c 0
1 : 73 die
1 : 73 lf 2
1 : 73 a 1.45756
1 : 74 c 0
1 : 78 c 0
1 : 79 c 0
1 : 79 c 0
1 : 79 c 0
1 : 81 c 0
1 : 83 c 0
1 : 84 c 0
1 : 91 die
1 : 91 lf 2
1 : 91 a 1.45756
1 : 94 c 0
1 : 95 c 0
1 : 98 c 0
1 : Agent Points Created 0
2 : 27 die
2 : 27 lf 3
2 : 27 a 1.94341
2 : 35 c 0
2 : 56 die
2 : 56 lf 3
2 : 56 a 0.971704
2 : 57 die
2 : 57 lf 3
2 : 57 a 0.971704
2 : 59 c 0
2 : 70 c 0
2 : 95 die
2 : 95 lf 3
2 : 95 a 1.94341
2 : Agent Points Created 0
3 : 39 die
3 : 39 lf 4
3 : 39 a 1.45756
3 : 87 die
3 : 87 lf 4
3 : 87 a 0.728778
3 : Agent Points Created 0
4 : 6 die
4 : 6 lf 5
4 : 6 a 1.16604
4 : 19 c 0
4 : 76 c 0
4 : 94 die
4 : 94 lf 5
4 : 94 a 1.16604
4 : 96 c 0
4 : Agent Points Created 0
5 : 9 c 0
5 : 15 c 0
