# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  5 2014 - 12:13:41
#
# Loaded time stamp           : 20140311-17h06m42s821448us
#
# random seed             : 1394557602
0 : 0 c 50
0 : 1 c 50
0 : 2 c 50
0 : 7 c 50
0 : 9 c 50
0 : 10 c 50
0 : 11 c 50
0 : 12 c 50
0 : 12 c 50
0 : 13 c 50
0 : 14 c 50
0 : 14 c 50
0 : 16 c 50
0 : 17 c 50
0 : 20 c 50
0 : 22 c 50
0 : 27 c 50
0 : 28 c 50
0 : 28 c 50
0 : 29 c 50
0 : 29 c 50
0 : 30 c 50
0 : 35 c 50
0 : 43 c 50
0 : 45 c 50
0 : 46 c 50
0 : 50 c 50
0 : 51 c 50
0 : 52 c 50
0 : 53 c 50
0 : 60 c 50
0 : 60 c 50
0 : 62 c 50
0 : 65 c 50
0 : 71 c 50
0 : 72 c 50
0 : 73 c 50
0 : 74 c 50
0 : 75 c 50
0 : 76 c 50
0 : 81 c 50
0 : 83 c 50
0 : 83 c 50
0 : 86 c 50
0 : 88 c 50
0 : 88 c 50
0 : 89 c 50
0 : 89 c 50
0 : 93 c 50
0 : 93 c 50
0 : 97 c 50
1 : 0 c 0
1 : 1 c 0
1 : 1 die
1 : 1 lf 2
1 : 1 a 1.45756
1 : 2 c 0
1 : 2 die
1 : 2 lf 2
1 : 2 a 1.45756
1 : 7 c 0
1 : 9 c 0
1 : 10 c 0
1 : 10 die
1 : 10 lf 2
1 : 10 a 1.45756
1 : 12 c 0
1 : 12 c 0
1 : 13 c 0
1 : 14 c 0
1 : 14 c 0
1 : 16 c 0
1 : 17 c 0
1 : 20 c 0
1 : 22 c 0
1 : 27 c 0
1 : 27 die
1 : 27 lf 2
1 : 27 a 1.45756
1 : 28 c 0
1 : 28 c 0
1 : 29 c 0
1 : 29 c 0
1 : 30 c 0
1 : 32 die
1 : 32 lf 2
1 : 32 a 1.45756
1 : 35 c 0
1 : 39 die
1 : 39 lf 2
1 : 39 a 1.45756
1 : 42 die
1 : 42 lf 2
1 : 42 a 1.45756
1 : 43 c 0
1 : 45 c 0
1 : 46 c 0
1 : 48 die
1 : 48 lf 2
1 : 48 a 1.45756
1 : 50 c 0
1 : 51 die
1 : 51 lf 2
1 : 51 a 1.45756
1 : 52 c 0
1 : 53 die
1 : 53 lf 2
1 : 53 a 1.45756
1 : 58 die
1 : 58 lf 2
1 : 58 a 1.45756
1 : 60 c 0
1 : 60 c 0
1 : 62 c 0
1 : 62 c 0
1 : 65 c 0
1 : 71 c 0
1 : 72 c 0
1 : 73 c 0
1 : 74 c 0
1 : 75 c 0
1 : 80 die
1 : 80 lf 2
1 : 80 a 1.45756
1 : 81 c 0
1 : 83 c 0
1 : 83 c 0
1 : 86 c 0
1 : 88 c 0
1 : 89 c 0
1 : 89 c 0
1 : 90 c 0
1 : 93 c 0
1 : 93 c 0
1 : 97 c 0
2 : 0 die
2 : 0 lf 3
2 : 0 a 0.971704
2 : 28 c 0
2 : 40 die
2 : 40 lf 3
2 : 40 a 0.971704
2 : 41 die
2 : 41 lf 3
2 : 41 a 1.94341
2 : 45 die
2 : 45 lf 3
2 : 45 a 0.971704
2 : 71 die
2 : 71 lf 3
2 : 71 a 0.971704
2 : 90 c 0
2 : 90 c 0
2 : 93 die
2 : 93 lf 3
2 : 93 a 0.971704
2 : 94 die
2 : 94 lf 3
2 : 94 a 0.971704
2 : 96 die
2 : 96 lf 3
2 : 96 a 1.94341
3 : 43 c 0
3 : 44 c 0
3 : 46 c 0
3 : 91 die
3 : 91 lf 4
3 : 91 a 1.45756
4 : 15 c 0
4 : 22 c 0
4 : 35 die
4 : 35 lf 5
4 : 35 a 1.16604
4 : 44 c 0
4 : 59 c 0
4 : 69 c 0
5 : 26 c 0
5 : 63 c 0
5 : 70 c 0
6 : 7 c 0
6 : 11 c 0
6 : 33 c 0
6 : 50 c 0
7 : 4 c 0
7 : 8 c 0
7 : 14 die
7 : 14 lf 8
7 : 14 a 1.09317
7 : 21 c 0
7 : 22 die
7 : 22 lf 8
7 : 22 a 1.82194
7 : 49 die
7 : 49 lf 8
7 : 49 a 1.45756
8 : 3 c 0
8 : 95 c 0
9 : 19 c 0
9 : 74 c 0
9 : 99 c 0
10 : 64 c 0
11 : 16 c 0
11 : 81 c 0
11 : 88 c 0
12 : 24 c 0
12 : 38 c 0
12 : 64 c 0
13 : 20 die
13 : 20 lf 14
13 : 20 a 0.624667
13 : 79 c 0
14 : 15 c 0
14 : 64 c 0
14 : 89 c 0
14 : 90 c 0
15 : 76 c 0
16 : 13 c 0
17 : 33 c 0
17 : 38 c 0
17 : 44 c 0
17 : 47 c 0
17 : 73 c 0
17 : 86 c 0
18 : 46 c 0
19 : 28 c 0
19 : 34 c 0
19 : 70 c 0
19 : 90 c 0
20 : 21 c 0
21 : 83 c 0
22 : 46 c 0
22 : 61 c 0
22 : 61 c 0
24 : 15 c 0
25 : 73 c 0
26 : 9 c 0
26 : 12 c 0
26 : 13 c 0
26 : 17 c 0
26 : 28 c 0
26 : 29 c 0
26 : 29 c 0
26 : 30 c 0
26 : 43 c 0
26 : 50 c 0
26 : 52 c 0
26 : 60 c 0
26 : 60 c 0
26 : 62 c 0
26 : 65 c 0
26 : 73 c 0
26 : 75 c 0
26 : 83 c 0
26 : 88 c 0
26 : 97 c 0
27 : 28 c 0
27 : 62 c 0
27 : 90 c 0
28 : 44 c 0
28 : 84 c 0
29 : 59 c 0
30 : 7 c 0
30 : 34 c 0
30 : 44 c 0
30 : 86 c 0
31 : 11 c 0
31 : 13 c 0
31 : 18 c 0
31 : 30 c 0
31 : 43 c 0
31 : 69 c 0
31 : 81 c 0
31 : 83 c 0
32 : 8 c 0
33 : 15 c 0
33 : 86 c 0
33 : 95 c 0
34 : 13 c 0
34 : 74 c 0
34 : 74 c 0
34 : 90 c 0
34 : 99 c 0
35 : 19 c 0
36 : 4 c 0
36 : 21 c 0
36 : 72 c 0
38 : 7 c 0
38 : 64 c 0
38 : 79 c 0
38 : 85 c 0
38 : 86 die
38 : 86 lf 39
38 : 86 a 0.822211
40 : 28 c 0
41 : 47 c 0
42 : 21 c 0
42 : 44 c 0
42 : 47 c 0
42 : 47 c 0
42 : 85 c 0
43 : 44 c 0
44 : 81 c 0
45 : 16 c 0
45 : 74 c 0
45 : 90 c 0
46 : 21 c 0
46 : 83 c 0
47 : 15 c 0
48 : 33 c 0
48 : 70 c 0
49 : 38 c 0
50 : 90 c 0
51 : 3 c 0
51 : 9 c 0
51 : 12 c 0
51 : 16 c 0
51 : 17 c 0
51 : 18 c 0
51 : 28 c 0
51 : 29 c 0
51 : 30 c 0
51 : 43 c 0
51 : 52 c 0
51 : 62 c 0
