# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  4 2014 - 10:39:23
#
# Loaded time stamp           : 20140305-11h10m49s650149us
#
# random seed             : 1394017849
0 : 0 c 50
0 : 9 c 50
0 : 14 c 50
0 : 15 c 50
0 : 19 c 50
0 : 20 c 50
0 : 20 c 50
0 : 20 c 50
0 : 21 c 50
0 : 27 c 50
0 : 30 c 50
0 : 33 c 50
0 : 36 c 50
0 : 39 c 50
0 : 43 c 50
0 : 43 c 50
0 : 44 c 50
0 : 48 c 50
0 : 57 c 50
0 : 58 c 50
0 : 59 c 50
0 : 65 c 50
0 : 68 c 50
0 : 72 c 50
0 : 75 c 50
0 : 77 c 50
0 : 77 c 50
0 : 81 c 50
0 : 82 c 50
0 : 88 c 50
0 : 88 c 50
0 : 91 c 50
0 : 91 c 50
0 : 92 c 50
0 : 99 c 50
1 : 0 c 0
1 : 6 c 0
1 : 9 c 0
1 : 14 c 0
1 : 15 c 0
1 : 19 c 0
1 : 20 c 0
1 : 20 c 0
1 : 20 c 0
1 : 21 c 0
1 : 26 c 0
1 : 27 c 0
1 : 30 c 0
1 : 33 c 0
1 : 36 c 0
1 : 39 c 0
1 : 43 c 0
1 : 43 c 0
1 : 48 c 0
1 : 57 c 0
1 : 58 c 0
1 : 59 c 0
1 : 65 c 0
1 : 68 c 0
1 : 72 c 0
1 : 75 c 0
1 : 77 c 0
1 : 77 c 0
1 : 81 c 0
1 : 82 c 0
1 : 88 c 0
1 : 91 c 0
1 : 91 c 0
1 : 92 c 0
1 : 96 c 0
1 : 98 c 0
1 : 99 c 0
2 : 11 c 0
2 : 12 c 0
2 : 67 c 0
2 : 90 c 0
2 : 97 c 0
3 : 40 c 0
3 : 47 c 0
3 : 97 c 0
4 : 62 c 0
4 : 68 c 0
4 : 70 c 0
4 : 95 c 0
5 : 31 c 0
5 : 50 c 0
5 : 67 c 0
5 : 88 c 0
6 : 43 c 0
6 : 54 c 0
6 : 62 c 0
6 : 85 c 0
7 : 6 c 0
7 : 42 c 0
7 : 67 c 0
8 : 8 c 0
8 : 95 c 0
9 : 15 c 0
9 : 22 c 0
9 : 40 c 0
9 : 70 c 0
9 : 82 c 0
10 : 6 c 0
11 : 39 c 0
11 : 44 c 0
11 : 56 c 0
12 : 5 c 0
12 : 25 c 0
12 : 60 c 0
12 : 89 c 0
13 : 9 c 0
13 : 17 c 0
13 : 17 c 0
13 : 94 die
13 : 94 lf 14
13 : 94 a 1.24933
14 : 81 die
14 : 81 lf 15
14 : 81 a 0.194341
15 : 44 c 0
16 : 5 c 0
16 : 55 c 0
16 : 83 c 0
17 : 22 c 0
17 : 67 c 0
17 : 84 die
17 : 84 lf 18
17 : 84 a 0.161951
18 : 87 c 0
19 : 77 c 0
20 : 57 c 0
21 : 31 c 0
22 : 39 c 0
22 : 82 c 0
23 : 31 c 0
25 : 75 c 0
26 : 0 c 0
26 : 10 c 0
26 : 14 c 0
26 : 15 c 0
26 : 19 c 0
26 : 26 c 0
26 : 27 c 0
26 : 36 c 0
26 : 43 c 0
26 : 57 c 0
26 : 58 c 0
26 : 72 c 0
26 : 72 c 0
26 : 77 c 0
26 : 83 c 0
26 : 86 c 0
26 : 88 c 0
26 : 91 c 0
26 : 91 c 0
26 : 92 c 0
26 : 96 c 0
27 : 44 c 0
27 : 90 c 0
27 : 97 c 0
28 : 40 c 0
28 : 77 c 0
28 : 82 c 0
29 : 4 c 0
29 : 43 c 0
29 : 44 c 0
30 : 18 c 0
30 : 20 c 0
30 : 88 c 0
31 : 31 c 0
31 : 39 c 0
31 : 85 c 0
31 : 87 c 0
