# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  4 2014 - 10:39:23
#
# Loaded time stamp           : 20140304-11h20m48s518824us
#
# random seed             : 1393932048
0 : 5 c 50
0 : 7 c 50
0 : 8 c 50
0 : 13 c 50
0 : 14 c 50
0 : 14 c 50
0 : 16 c 50
0 : 16 c 50
0 : 17 c 50
0 : 18 c 50
0 : 19 c 50
0 : 22 c 50
0 : 23 c 50
0 : 25 c 50
0 : 27 c 50
0 : 28 c 50
0 : 31 c 50
0 : 41 c 50
0 : 47 c 50
0 : 47 c 50
0 : 48 c 50
0 : 50 c 50
0 : 50 c 50
0 : 53 c 50
0 : 55 c 50
0 : 56 c 50
0 : 56 c 50
0 : 60 c 50
0 : 60 c 50
0 : 62 c 50
0 : 66 c 50
0 : 68 c 50
0 : 71 c 50
0 : 72 c 50
0 : 73 c 50
0 : 74 c 50
0 : 76 c 50
0 : 83 c 50
0 : 84 c 50
0 : 85 c 50
0 : 85 c 50
0 : 86 c 50
0 : 90 c 50
0 : 92 c 50
0 : 93 c 50
0 : 95 c 50
0 : 98 c 50
0 : 99 c 50
1 : 5 c 20.3447
1 : 7 c 30.2982
1 : 8 c 33.9475
1 : 13 c 38.228
1 : 14 c 47.3492
1 : 14 c 47.3492
1 : 16 c 3.83508
1 : 16 c 3.83508
1 : 17 c 48.4694
1 : 18 c 3.89461
1 : 19 c 3.83906
1 : 22 c 42.5927
1 : 23 c 42.3249
1 : 25 c 7.02523
1 : 27 c 1.99725
1 : 28 c 43.4518
1 : 31 c 27.6514
1 : 35 c 1.00103
1 : 41 c 10.1193
1 : 47 c 2.49287
1 : 47 c 2.49287
1 : 48 c 28.2051
1 : 50 c 12.5771
1 : 50 c 12.5771
1 : 53 c 6.33313
1 : 55 c 2.21393
1 : 56 c 14.5651
