# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar  5 2014 - 12:13:41
#
# Loaded time stamp           : 20140311-18h15m45s677667us
#
# random seed             : 1394561745
0 : 2 c 50
0 : 5 c 50
0 : 8 c 50
0 : 8 c 50
0 : 10 c 50
0 : 13 c 50
0 : 14 c 50
0 : 15 c 50
0 : 16 c 50
0 : 16 c 50
0 : 18 c 50
0 : 22 c 50
0 : 23 c 50
0 : 23 c 50
0 : 24 c 50
0 : 25 c 50
0 : 29 c 50
0 : 30 c 50
0 : 33 c 50
0 : 34 c 50
0 : 43 c 50
0 : 44 c 50
0 : 44 c 50
0 : 45 c 50
0 : 46 c 50
0 : 46 c 50
0 : 48 c 50
0 : 49 c 50
0 : 50 c 50
0 : 51 c 50
0 : 56 c 50
0 : 57 c 50
0 : 57 c 50
0 : 59 c 50
0 : 60 c 50
0 : 60 c 50
0 : 62 c 50
0 : 70 c 50
0 : 74 c 50
0 : 76 c 50
0 : 83 c 50
0 : 84 c 50
0 : 86 c 50
0 : 86 c 50
0 : 86 c 50
0 : 91 c 50
0 : 93 c 50
0 : 94 c 50
0 : 94 c 50
0 : 98 c 50
1 : 2 c 0
1 : 5 c 0
1 : 5 c 0
1 : 7 c 0
1 : 8 c 0
1 : 8 c 0
1 : 8 die
1 : 8 lf 2
1 : 8 a 1.45756
1 : 10 c 0
1 : 13 c 0
1 : 14 c 0
1 : 15 c 0
1 : 16 c 0
1 : 16 c 0
1 : 17 c 0
1 : 18 c 0
1 : 22 c 0
1 : 23 c 0
1 : 23 c 0
1 : 24 c 0
1 : 29 c 0
1 : 30 c 0
1 : 33 c 0
1 : 34 c 0
1 : 34 c 0
1 : 44 c 0
1 : 44 c 0
1 : 45 c 0
1 : 46 c 0
1 : 46 c 0
1 : 48 c 0
1 : 49 c 0
1 : 50 c 0
1 : 50 die
1 : 50 lf 2
1 : 50 a 1.45756
1 : 51 c 0
1 : 53 die
1 : 53 lf 2
1 : 53 a 1.45756
1 : 55 c 0
1 : 56 c 0
1 : 57 c 0
1 : 59 c 0
1 : 60 c 0
1 : 60 c 0
1 : 62 c 0
1 : 62 c 0
1 : 64 c 0
1 : 66 c 0
1 : 70 c 0
1 : 74 c 0
1 : 76 c 0
1 : 78 die
1 : 78 lf 2
1 : 78 a 1.45756
1 : 79 die
1 : 79 lf 2
1 : 79 a 1.45756
