# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 18 2014 - 09:10:25
#
# Loaded time stamp           : 20140325-22h46m20s723790us
#
# random seed             : 1395787580
0 : 0 c 50
0 : 2 c 50
0 : 6 c 50
0 : 6 c 50
0 : 8 c 50
0 : 9 c 50
0 : 10 c 50
0 : 10 c 50
0 : 13 c 50
0 : 13 c 50
0 : 15 c 50
0 : 20 c 50
0 : 21 c 50
0 : 23 c 50
0 : 27 c 50
0 : 30 c 50
0 : 30 c 50
0 : 30 c 50
0 : 31 c 50
0 : 33 c 50
0 : 41 c 50
0 : 43 c 50
0 : 45 c 50
0 : 46 c 50
0 : 46 c 50
0 : 49 c 50
0 : 49 c 50
0 : 49 c 50
0 : 52 c 50
0 : 54 c 50
0 : 61 c 50
0 : 63 c 50
0 : 64 c 50
0 : 64 c 50
0 : 66 c 50
0 : 67 c 50
0 : 69 c 50
0 : 74 c 50
0 : 78 c 50
0 : 78 c 50
0 : 79 c 50
0 : 81 c 50
0 : 84 c 50
0 : 85 c 50
0 : 88 c 50
0 : 88 c 50
0 : 89 c 50
0 : 94 c 50
0 : 97 c 50
0 : 98 c 50
0 : 99 c 50
0 : Agent Points Created 0
1 : 0 c 0
1 : 2 c 0
1 : 6 c 0
1 : 6 c 0
1 : 8 c 0
1 : 8 die
1 : 8 lf 2
1 : 8 a 1.45756
1 : 9 c 0
1 : 10 c 0
1 : 13 c 0
1 : 13 c 0
1 : 18 c 0
1 : 20 c 0
1 : 21 c 0
1 : 23 c 0
1 : 27 c 0
1 : 30 c 0
1 : 30 c 0
1 : 30 c 0
1 : 31 c 0
1 : 33 c 0
1 : 41 c 0
1 : 41 c 0
1 : 43 c 0
1 : 45 c 0
1 : 46 c 0
1 : 46 c 0
1 : 49 c 0
1 : 49 c 0
1 : 49 c 0
1 : 52 c 0
1 : 54 c 0
1 : 58 c 0
1 : 61 c 0
1 : 63 c 0
1 : 64 c 0
1 : 64 c 0
1 : 66 c 0
1 : 67 c 0
