# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 18 2014 - 09:10:25
#
# Loaded time stamp           : 20140321-15h46m37s673202us
#
# random seed             : 1395416797
0 : 0 c 50
0 : 1 c 50
0 : 2 c 50
0 : 3 c 50
0 : 4 c 50
0 : 5 c 50
0 : 9 c 50
0 : 15 c 50
0 : 15 c 50
0 : 18 c 50
0 : 27 c 50
0 : 28 c 50
0 : 29 c 50
0 : 31 c 50
0 : 36 c 50
0 : 43 c 50
0 : 44 c 50
0 : 47 c 50
0 : 47 c 50
0 : 48 c 50
0 : 50 c 50
0 : 52 c 50
0 : 53 c 50
0 : 54 c 50
0 : 54 c 50
0 : 55 c 50
0 : 56 c 50
0 : 58 c 50
0 : 65 c 50
0 : 68 c 50
0 : 69 c 50
0 : 70 c 50
0 : 73 c 50
0 : 74 c 50
0 : 77 c 50
0 : 81 c 50
0 : 82 c 50
0 : 84 c 50
0 : 85 c 50
0 : 87 c 50
0 : 90 c 50
0 : 91 c 50
0 : 92 c 50
0 : 94 c 50
0 : 99 c 50
0 : Agent Points Created 0
1 : 0 c 0
1 : 1 c 0
1 : 2 c 0
1 : 3 c 0
1 : 4 c 0
1 : 6 c 0
1 : 9 c 0
1 : 15 c 0
1 : 15 c 0
1 : 18 c 0
1 : 27 c 0
1 : 28 c 0
1 : 29 c 0
1 : 31 c 0
1 : 36 c 0
1 : 43 c 0
1 : 44 c 0
1 : 47 c 0
1 : 47 c 0
1 : 50 c 0
1 : 52 c 0
1 : 53 c 0
1 : 54 c 0
1 : 54 c 0
1 : 56 c 0
1 : 58 c 0
1 : 65 c 0
1 : 68 c 0
1 : 68 c 0
1 : 69 c 0
1 : 70 c 0
1 : 73 c 0
1 : 74 c 0
1 : 77 c 0
1 : 77 c 0
1 : 81 c 0
1 : 82 c 0
1 : 84 c 0
1 : 85 c 0
1 : 87 c 0
1 : 90 c 0
1 : 91 c 0
1 : 92 c 0
1 : 94 c 0
1 : 94 c 0
1 : 99 c 0
1 : Agent Points Created 0
2 : 11 c 0
2 : 70 c 0
2 : 98 c 0
2 : Agent Points Created 0
3 : 15 c 0
3 : 27 c 0
3 : 58 c 0
3 : 72 c 0
3 : 93 c 0
3 : Agent Points Created 0
4 : 63 c 0
4 : 64 c 0
4 : Agent Points Created 0
5 : 13 c 0
5 : 29 c 0
5 : 52 c 0
5 : 77 c 0
5 : Agent Points Created 0
6 : 14 c 0
6 : 31 c 0
6 : 49 c 0
6 : 74 c 0
6 : 83 c 0
6 : Agent Points Created 0
7 : 1 c 0
7 : 39 c 0
7 : 53 c 0
7 : 76 c 0
7 : Agent Points Created 0
8 : 99 c 0
8 : Agent Points Created 0
9 : 6 c 0
9 : 17 c 0
9 : Agent Points Created 0
10 : 7 c 0
10 : 61 c 0
10 : 64 c 0
10 : 64 c 0
10 : Agent Points Created 0
11 : 25 c 0
11 : 28 c 0
11 : 35 c 0
11 : 48 c 0
11 : 52 c 0
11 : 83 c 0
11 : 86 c 0
11 : Agent Points Created 0
12 : 52 c 0
12 : 76 c 0
12 : 77 c 0
12 : Agent Points Created 0
13 : 61 c 0
13 : Agent Points Created 0
14 : 5 c 0
14 : 43 c 0
14 : 97 c 0
14 : Agent Points Created 0
15 : 1 c 0
15 : Agent Points Created 0
16 : 16 c 0
16 : 43 c 0
16 : Agent Points Created 0
17 : 36 c 0
17 : 83 c 0
17 : Agent Points Created 0
18 : 9 c 0
18 : 91 c 0
18 : Agent Points Created 0
19 : 48 c 0
19 : 63 c 0
19 : Agent Points Created 0
20 : 1 c 0
20 : 64 c 0
20 : 76 c 0
20 : Agent Points Created 0
21 : Agent Points Created 0
22 : 1 c 0
22 : 20 c 0
22 : Agent Points Created 0
23 : 71 c 0
23 : Agent Points Created 0
24 : 54 c 0
24 : Agent Points Created 0
25 : 1 c 0
25 : 48 c 0
25 : 53 c 0
25 : Agent Points Created 0
26 : 0 c 0
26 : 2 c 0
26 : 3 c 0
26 : 6 c 0
26 : 9 c 0
26 : 15 c 0
26 : 29 c 0
26 : 36 c 0
26 : 47 c 0
26 : 47 c 0
26 : 49 c 0
26 : 50 c 0
26 : 52 c 0
26 : 53 c 0
26 : 54 c 0
26 : 65 c 0
26 : 68 c 0
26 : 69 c 0
26 : 70 c 0
26 : 73 c 0
26 : 74 c 0
26 : 81 c 0
26 : 85 c 0
26 : 87 c 0
26 : 90 c 0
26 : Agent Points Created 0
27 : 11 c 0
27 : 44 c 0
27 : Agent Points Created 0
28 : 27 c 0
28 : 56 c 0
28 : Agent Points Created 0
29 : 65 c 0
29 : Agent Points Created 0
30 : 13 c 0
30 : 36 c 0
30 : 48 c 0
30 : 52 c 0
30 : 70 c 0
30 : Agent Points Created 0
31 : 31 c 0
31 : 58 c 0
31 : Agent Points Created 0
32 : 5 c 0
32 : 39 c 0
32 : Agent Points Created 0
33 : 4 c 0
33 : Agent Points Created 0
34 : Agent Points Created 0
35 : 7 c 0
35 : Agent Points Created 0
36 : 35 c 0
36 : 48 c 0
36 : 52 c 0
36 : 53 c 0
36 : 83 c 0
36 : Agent Points Created 0
37 : 38 c 0
37 : 77 c 0
37 : 77 c 0
37 : 98 c 0
37 : Agent Points Created 0
38 : 31 c 0
38 : 86 c 0
38 : 86 c 0
38 : Agent Points Created 0
39 : 5 c 0
39 : 15 c 0
39 : 97 c 0
39 : Agent Points Created 0
40 : 88 c 0
40 : Agent Points Created 0
41 : 16 c 0
41 : 71 c 0
41 : Agent Points Created 0
42 : 54 c 0
42 : Agent Points Created 0
